"RecordNumber"	"SerialNumber"	"StationNames"	"Date"	"FishCode"	"Time"	"Net"	"Fish ID'd in Field?"	"IDBy"	"RawCatchCount"	"NumberOfGridsSorted"	"AdjustedLabCount"	"IDDate"	"Comments"
1247	"20mm-540"	"NB-542"	3/4/2016 0:00:00	"PACHER"	12/30/1899 11:06:00	"20mm"	0	"AB"	360	35.00	360.00	7/5/2016 0:00:00	
1247	"20mm-540"	"NB-542"	3/4/2016 0:00:00	"THRSTI"	12/30/1899 11:06:00	"20mm"	0	"AB"	3	35.00	3.00	7/5/2016 0:00:00	
1247	"20mm-540"	"NB-542"	3/4/2016 0:00:00	"YELGOB"	12/30/1899 11:06:00	"20mm"	0	"AB"	14	35.00	14.00	7/5/2016 0:00:00	
1248	"M-10066"	"NB-660"	3/8/2016 0:00:00	"JACKSM"	12/30/1899 11:06:00	"Mysid"	0	"ZB"	2	35.00	2.00	11/29/2016 0:00:00	
1248	"M-10066"	"NB-660"	3/8/2016 0:00:00	"PACHER"	12/30/1899 11:06:00	"Mysid"	0	"ZB"	10	35.00	10.00	11/29/2016 0:00:00	
1249	"M-10067"	"NB-590"	3/8/2016 0:00:00	"PACHER"	12/30/1899 11:34:00	"Mysid"	0	"ZB"	2	35.00	2.00	11/23/2016 0:00:00	
1249	"M-10067"	"NB-590"	3/8/2016 0:00:00	"YELGOB"	12/30/1899 11:34:00	"Mysid"	0	"ZB"	1	35.00	1.00	11/23/2016 0:00:00	
1250	"M-10068"	"NB-820"	3/9/2016 0:00:00	"PACHER"	12/30/1899 9:46:00	"Mysid"	0	"ZB"	6	35.00	6.00	11/23/2016 0:00:00	
1250	"M-10068"	"NB-820"	3/9/2016 0:00:00	"YELGOB"	12/30/1899 9:46:00	"Mysid"	0	"ZB"	1	35.00	1.00	11/23/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"ARRGOB"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	9	6.00	52.50	11/28/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"CHEGOB"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	5	6.00	29.16	11/28/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"JACKSM"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	2	6.00	11.66	11/28/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"PACHER"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	19	6.00	110.83	11/28/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"UNID LARVAL"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	1	6.00	5.83	11/28/2016 0:00:00	
1251	"M-10069"	"NB-910"	3/9/2016 0:00:00	"YELGOB"	12/30/1899 12:04:00	"Mysid"	0	"ZB"	65	6.00	379.16	11/28/2016 0:00:00	
1252	"M-10070"	"NB-252"	3/10/2016 0:00:00	"LONSME"	12/30/1899 9:01:00	"Mysid"	0	"ab"	1	35.00	1.00	2/2/2017 0:00:00	
1252	"M-10070"	"NB-252"	3/10/2016 0:00:00	"PACHER"	12/30/1899 9:01:00	"Mysid"	0	"ab"	24	35.00	24.00	2/2/2017 0:00:00	
1252	"M-10070"	"NB-252"	3/10/2016 0:00:00	"PRISCU"	12/30/1899 9:01:00	"Mysid"	0	"ab"	2	35.00	2.00	2/2/2017 0:00:00	
1252	"M-10070"	"NB-252"	3/10/2016 0:00:00	"YELGOB"	12/30/1899 9:01:00	"Mysid"	0	"ab"	8	35.00	8.00	2/2/2017 0:00:00	
1253	"M-10071"	"NB-363"	3/10/2016 0:00:00	"PACHER"	12/30/1899 9:53:00	"Mysid"	0	"ZB"	1	35.00	1.00	11/29/2016 0:00:00	
1253	"M-10071"	"NB-363"	3/10/2016 0:00:00	"YELGOB"	12/30/1899 9:53:00	"Mysid"	0	"ZB"	12	35.00	12.00	11/29/2016 0:00:00	
1254	"M-10072"	"SB-700"	3/12/2016 0:00:00	"ARRGOB"	12/30/1899 12:01:00	"Mysid"	0	"AB"	3	35.00	3.00	11/16/2016 0:00:00	
1254	"M-10072"	"SB-700"	3/12/2016 0:00:00	"CALHAL"	12/30/1899 12:01:00	"Mysid"	0	"AB"	1	35.00	1.00	11/16/2016 0:00:00	
1254	"M-10072"	"SB-700"	3/12/2016 0:00:00	"JACKSM"	12/30/1899 12:01:00	"Mysid"	0	"AB"	1	35.00	1.00	11/16/2016 0:00:00	
1254	"M-10072"	"SB-700"	3/12/2016 0:00:00	"NORANC"	12/30/1899 12:01:00	"Mysid"	0	"AB"	26	35.00	26.00	11/16/2016 0:00:00	
1254	"M-10072"	"SB-700"	3/12/2016 0:00:00	"YELGOB"	12/30/1899 12:01:00	"Mysid"	0	"AB"	15	35.00	15.00	11/16/2016 0:00:00	
1255	"M-10073"	"SB-170"	3/12/2016 0:00:00	"JACKSM"	12/30/1899 12:38:00	"Mysid"	0	"AB"	6	35.00	6.00	11/14/2016 0:00:00	
1255	"M-10073"	"SB-170"	3/12/2016 0:00:00	"LONMUD"	12/30/1899 12:38:00	"Mysid"	0	"AB"	39	35.00	39.00	11/14/2016 0:00:00	
1255	"M-10073"	"SB-170"	3/12/2016 0:00:00	"PRISCU"	12/30/1899 12:38:00	"Mysid"	0	"AB"	1	35.00	1.00	11/14/2016 0:00:00	
1255	"M-10073"	"SB-170"	3/12/2016 0:00:00	"YELGOB"	12/30/1899 12:38:00	"Mysid"	0	"AB"	234	35.00	234.00	11/14/2016 0:00:00	
1256	"M-10074"	"SB-A21.4"	3/12/2016 0:00:00	"JACKSM"	12/30/1899 15:28:00	"Mysid"	0	"AB"	8	35.00	8.00	11/10/2016 0:00:00	
1256	"M-10074"	"SB-A21.4"	3/12/2016 0:00:00	"LONMUD"	12/30/1899 15:28:00	"Mysid"	0	"AB"	1	35.00	1.00	11/10/2016 0:00:00	
1256	"M-10074"	"SB-A21.4"	3/12/2016 0:00:00	"NORANC"	12/30/1899 15:28:00	"Mysid"	0	"AB"	3	35.00	3.00	11/10/2016 0:00:00	
1256	"M-10074"	"SB-A21.4"	3/12/2016 0:00:00	"PACHER"	12/30/1899 15:28:00	"Mysid"	0	"AB"	1	35.00	1.00	11/10/2016 0:00:00	
1256	"M-10074"	"SB-A21.4"	3/12/2016 0:00:00	"YELGOB"	12/30/1899 15:28:00	"Mysid"	0	"AB"	4	35.00	4.00	11/10/2016 0:00:00	
1257	"M-10076"	"SB-510"	3/12/2016 0:00:00	"TOPSME"	12/30/1899 16:12:00	"Mysid"	0	"ZB"	1	35.00	1.00	11/3/2016 0:00:00	
1257	"M-10076"	"SB-510"	3/12/2016 0:00:00	"YELGOB"	12/30/1899 16:12:00	"Mysid"	0	"AB"	56	35.00	56.00	11/3/2016 0:00:00	
1258	"M-10075"	"SB-ART3"	3/13/2016 0:00:00	"LONMUD"	12/30/1899 12:05:00	"Mysid"	0	"ZB"	9	4.00	78.75	11/2/2016 0:00:00	
1258	"M-10075"	"SB-ART3"	3/13/2016 0:00:00	"YELGOB"	12/30/1899 12:05:00	"Mysid"	0	"ZB"	87	4.00	761.25	11/2/2016 0:00:00	
1259	"M-10077"	"SB-COY2"	3/13/2016 0:00:00	"JACKSM"	12/30/1899 12:44:00	"Mysid"	0	"AB"	9	35.00	9.00	11/10/2016 0:00:00	
1259	"M-10077"	"SB-COY2"	3/13/2016 0:00:00	"LONMUD"	12/30/1899 12:44:00	"Mysid"	0	"AB"	126	35.00	126.00	11/10/2016 0:00:00	
1259	"M-10077"	"SB-COY2"	3/13/2016 0:00:00	"SHOGOB"	12/30/1899 12:44:00	"Mysid"	0	"AB"	5	35.00	5.00	11/10/2016 0:00:00	
1259	"M-10077"	"SB-COY2"	3/13/2016 0:00:00	"YELGOB"	12/30/1899 12:44:00	"Mysid"	0	"AB"	29	35.00	29.00	11/10/2016 0:00:00	
1260	"M-10078"	"SB-A19.4"	3/13/2016 0:00:00	"LONMUD"	12/30/1899 16:11:00	"Mysid"	0	"AB"	14	3.00	163.33	11/10/2016 0:00:00	
1260	"M-10078"	"SB-A19.4"	3/13/2016 0:00:00	"YELGOB"	12/30/1899 16:11:00	"Mysid"	0	"AB"	78	3.00	910.00	11/10/2016 0:00:00	
1261	"20mm-541"	"NB-1154"	3/15/2016 0:00:00	"NORANC"	12/30/1899 7:46:00	"20mm"	0	"AB"	2	35.00	2.00	7/5/2016 0:00:00	
1261	"20mm-541"	"NB-1154"	3/15/2016 0:00:00	"PACHER"	12/30/1899 7:46:00	"20mm"	0	"AB"	3	35.00	3.00	7/5/2016 0:00:00	
1261	"20mm-541"	"NB-1154"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 7:46:00	"20mm"	0	"AB"	3	35.00	3.00	7/5/2016 0:00:00	
1262	"20mm-542"	"NB-1169"	3/15/2016 0:00:00	"NORANC"	12/30/1899 8:13:00	"20mm"	0	"AB"	4	35.00	4.00	7/6/2016 0:00:00	
1262	"20mm-542"	"NB-1169"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 8:13:00	"20mm"	0	"AB"	6	35.00	6.00	7/6/2016 0:00:00	
1263	"20mm-543"	"NB-1184"	3/15/2016 0:00:00	"NORANC"	12/30/1899 8:40:00	"20mm"	0	"AB"	3	35.00	3.00	7/5/2016 0:00:00	
1263	"20mm-543"	"NB-1184"	3/15/2016 0:00:00	"PACHER"	12/30/1899 8:40:00	"20mm"	0	"AB"	2	35.00	2.00	7/5/2016 0:00:00	
1263	"20mm-543"	"NB-1184"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 8:40:00	"20mm"	0	"AB"	3	35.00	3.00	7/5/2016 0:00:00	
1264	"20mm-544"	"NB-1145"	3/15/2016 0:00:00	"NORANC"	12/30/1899 9:15:00	"20mm"	0	"AB"	2	35.00	2.00	7/5/2016 0:00:00	
1264	"20mm-544"	"NB-1145"	3/15/2016 0:00:00	"PACHER"	12/30/1899 9:15:00	"20mm"	0	"AB"	1	35.00	1.00	7/5/2016 0:00:00	
1265	"20mm-545"	"NB-1125"	3/15/2016 0:00:00	"NORANC"	12/30/1899 9:40:00	"20mm"	0	"AB"	2	35.00	2.00	7/5/2016 0:00:00	
1265	"20mm-545"	"NB-1125"	3/15/2016 0:00:00	"PACHER"	12/30/1899 9:40:00	"20mm"	0	"AB"	4	35.00	4.00	7/5/2016 0:00:00	
1265	"20mm-545"	"NB-1125"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 9:40:00	"20mm"	0	"AB"	6	35.00	6.00	7/5/2016 0:00:00	
1266	"20mm-546"	"NB-1092"	3/15/2016 0:00:00	"NORANC"	12/30/1899 10:15:00	"20mm"	0	"AB"	50	35.00	50.00	7/5/2016 0:00:00	
1266	"20mm-546"	"NB-1092"	3/15/2016 0:00:00	"PACHER"	12/30/1899 10:15:00	"20mm"	0	"AB"	4	35.00	4.00	7/5/2016 0:00:00	
1267	"20mm-547"	"NB-1062"	3/15/2016 0:00:00	"JACKSM"	12/30/1899 10:45:00	"20mm"	0	"AB"	1	35.00	1.00	7/6/2016 0:00:00	
1267	"20mm-547"	"NB-1062"	3/15/2016 0:00:00	"NORANC"	12/30/1899 10:45:00	"20mm"	0	"AB"	25	35.00	25.00	7/6/2016 0:00:00	
1267	"20mm-547"	"NB-1062"	3/15/2016 0:00:00	"PACHER"	12/30/1899 10:45:00	"20mm"	0	"AB"	8	35.00	8.00	7/6/2016 0:00:00	
1267	"20mm-547"	"NB-1062"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 10:45:00	"20mm"	0	"AB"	1	35.00	1.00	7/5/2016 0:00:00	
1268	"20mm-548"	"NB-1064"	3/15/2016 0:00:00	"JACKSM"	12/30/1899 11:09:00	"20mm"	0	"AB"	2	35.00	2.00	7/6/2016 0:00:00	
1268	"20mm-548"	"NB-1064"	3/15/2016 0:00:00	"NORANC"	12/30/1899 11:09:00	"20mm"	0	"AB"	75	35.00	75.00	7/6/2016 0:00:00	
1268	"20mm-548"	"NB-1064"	3/15/2016 0:00:00	"PACHER"	12/30/1899 11:09:00	"20mm"	0	"AB"	27	35.00	27.00	7/6/2016 0:00:00	
1268	"20mm-548"	"NB-1064"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 11:09:00	"20mm"	0	"AB"	1	35.00	1.00	7/6/2016 0:00:00	
1269	"20mm-549"	"NB-1081"	3/15/2016 0:00:00	"JACKSM"	12/30/1899 11:40:00	"20mm"	0	"AB"	2	35.00	2.00	7/6/2016 0:00:00	
1269	"20mm-549"	"NB-1081"	3/15/2016 0:00:00	"NORANC"	12/30/1899 11:40:00	"20mm"	0	"AB"	25	35.00	25.00	7/6/2016 0:00:00	
1269	"20mm-549"	"NB-1081"	3/15/2016 0:00:00	"PACHER"	12/30/1899 11:40:00	"20mm"	0	"AB"	9	35.00	9.00	7/6/2016 0:00:00	
1269	"20mm-549"	"NB-1081"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 11:40:00	"20mm"	0	"AB"	2	35.00	2.00	7/6/2016 0:00:00	
1270	"20mm-550"	"NB-1098"	3/15/2016 0:00:00	"NO CATCH"	12/30/1899 12:02:00	"20mm"	0		0	35.00	0.00		
1271	"20mm-551"	"NB-1084"	3/15/2016 0:00:00	"NORANC"	12/30/1899 12:30:00	"20mm"	0	"AB"	8	35.00	8.00	7/11/2016 0:00:00	
1271	"20mm-551"	"NB-1084"	3/15/2016 0:00:00	"PACHER"	12/30/1899 12:30:00	"20mm"	0	"AB"	18	35.00	18.00	7/11/2016 0:00:00	
1271	"20mm-551"	"NB-1084"	3/15/2016 0:00:00	"YELGOB"	12/30/1899 12:30:00	"20mm"	0	"AB"	2	35.00	2.00	7/11/2016 0:00:00	
1272	"20mm-552"	"NB-1117"	3/15/2016 0:00:00	"NORANC"	12/30/1899 12:54:00	"20mm"	0	"AB"	18	35.00	18.00	7/11/2016 0:00:00	
1272	"20mm-552"	"NB-1117"	3/15/2016 0:00:00	"PACHER"	12/30/1899 12:54:00	"20mm"	0	"AB"	7	35.00	7.00	7/11/2016 0:00:00	
1273	"20mm-553"	"NB-363"	3/16/2016 0:00:00	"NO CATCH"	12/30/1899 8:12:00	"20mm"	0		0	35.00	0.00		
1274	"20mm-554"	"NB-341Pond"	3/16/2016 0:00:00	"NO CATCH"	12/30/1899 8:51:00	"20mm"	0		0	35.00	0.00		
1275	"20mm-555"	"NB-345"	3/16/2016 0:00:00	"NO CATCH"	12/30/1899 9:13:00	"20mm"	0		0	35.00	0.00		
1275	"20mm-555"	"NB-345"	3/16/2016 0:00:00	"SHOGOB"	12/30/1899 9:13:00	"20mm"	1	"Field"	1	35.00	1.00	3/16/2016 0:00:00	
1276	"20mm-556"	"NB-283"	3/16/2016 0:00:00	"PACHER"	12/30/1899 10:12:00	"20mm"	0	"AB"	3	35.00	3.00	5/6/2016 0:00:00	
1276	"20mm-556"	"NB-283"	3/16/2016 0:00:00	"YELGOB"	12/30/1899 10:12:00	"20mm"	0	"AB"	2	35.00	2.00	5/6/2016 0:00:00	
1277	"20mm-557"	"NB-285"	3/16/2016 0:00:00	"PACHER"	12/30/1899 10:40:00	"20mm"	1	"Field/Lab"	2	35.00	2.00	3/16/2016 0:00:00	
1277	"20mm-557"	"NB-285"	3/16/2016 0:00:00	"YELGOB"	12/30/1899 10:40:00	"20mm"	0	"AB"	2	35.00	2.00	5/6/2016 0:00:00	
1278	"20mm-558"	"NB-271"	3/16/2016 0:00:00	"PACHER"	12/30/1899 11:15:00	"20mm"	0	"AB"	2	35.00	2.00	5/6/2016 0:00:00	
1278	"20mm-558"	"NB-271"	3/16/2016 0:00:00	"YELGOB"	12/30/1899 11:15:00	"20mm"	0	"AB"	1	35.00	1.00	5/6/2016 0:00:00	
1279	"20mm-559"	"NB-252"	3/16/2016 0:00:00	"NORANC"	12/30/1899 11:55:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1280	"20mm-560"	"NB-240"	3/16/2016 0:00:00	"NORANC"	12/30/1899 12:13:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1281	"20mm-561"	"NB-200"	3/16/2016 0:00:00	"YELGOB"	12/30/1899 12:44:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1282	"20mm-562"	"NB-860"	3/17/2016 0:00:00	"LONMUD"	12/30/1899 7:50:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1282	"20mm-562"	"NB-860"	3/17/2016 0:00:00	"NORANC"	12/30/1899 7:50:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1282	"20mm-562"	"NB-860"	3/17/2016 0:00:00	"SHOGOB"	12/30/1899 7:50:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1282	"20mm-562"	"NB-860"	3/17/2016 0:00:00	"YELGOB"	12/30/1899 7:50:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1283	"20mm-563"	"NB-940"	3/17/2016 0:00:00	"JACKSM"	12/30/1899 8:52:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1283	"20mm-563"	"NB-940"	3/17/2016 0:00:00	"NORANC"	12/30/1899 8:52:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1283	"20mm-563"	"NB-940"	3/17/2016 0:00:00	"PACHER"	12/30/1899 8:52:00	"20mm"	0	"AB"	10	35.00	10.00	7/12/2016 0:00:00	
1284	"20mm-564"	"NB-950"	3/17/2016 0:00:00	"JACKSM"	12/30/1899 9:10:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1284	"20mm-564"	"NB-950"	3/17/2016 0:00:00	"NORANC"	12/30/1899 9:10:00	"20mm"	0	"AB"	4	35.00	4.00	7/12/2016 0:00:00	
1284	"20mm-564"	"NB-950"	3/17/2016 0:00:00	"PACHER"	12/30/1899 9:10:00	"20mm"	0	"AB"	5	35.00	5.00	7/12/2016 0:00:00	
1284	"20mm-564"	"NB-950"	3/17/2016 0:00:00	"YELGOB"	12/30/1899 9:10:00	"20mm"	0	"AB"	19	35.00	19.00	7/12/2016 0:00:00	
1285	"20mm-565"	"NB-1122"	3/17/2016 0:00:00	"PACHER"	12/30/1899 9:48:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1285	"20mm-565"	"NB-1122"	3/17/2016 0:00:00	"YELGOB"	12/30/1899 9:48:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1286	"20mm-566"	"NB-1001"	3/17/2016 0:00:00	"JACKSM"	12/30/1899 10:25:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1286	"20mm-566"	"NB-1001"	3/17/2016 0:00:00	"NORANC"	12/30/1899 10:25:00	"20mm"	0	"AB"	11	35.00	11.00	7/12/2016 0:00:00	
1286	"20mm-566"	"NB-1001"	3/17/2016 0:00:00	"PACHER"	12/30/1899 10:25:00	"20mm"	0	"AB"	7	35.00	7.00	7/12/2016 0:00:00	
1286	"20mm-566"	"NB-1001"	3/17/2016 0:00:00	"YELGOB"	12/30/1899 10:25:00	"20mm"	0	"AB"	4	35.00	4.00	7/12/2016 0:00:00	
1287	"20mm-567"	"NB-840"	3/17/2016 0:00:00	"JACKSM"	12/30/1899 11:02:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1287	"20mm-567"	"NB-840"	3/17/2016 0:00:00	"NORANC"	12/30/1899 11:02:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1287	"20mm-567"	"NB-840"	3/17/2016 0:00:00	"RAIKIL"	12/30/1899 11:02:00	"20mm"	0		1	35.00	1.00		
1288	"20mm-568"	"NB-800"	3/17/2016 0:00:00	"PRISCU"	12/30/1899 11:40:00	"20mm"	0	"AB"	1	35.00	1.00	10/5/2016 0:00:00	
1289	"20mm-569"	"NB-770"	3/17/2016 0:00:00	"YELGOB"	12/30/1899 12:11:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1290	"20mm-570"	"NB-630"	3/18/2016 0:00:00	"NORANC"	12/30/1899 7:30:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1290	"20mm-570"	"NB-630"	3/18/2016 0:00:00	"SACSUC"	12/30/1899 7:30:00	"20mm"	0	"AB"	2	35.00	2.00	7/12/2016 0:00:00	
1291	"20mm-571"	"NB-660"	3/18/2016 0:00:00	"PACHER"	12/30/1899 8:00:00	"20mm"	0	"AB"	8	35.00	8.00	7/12/2016 0:00:00	
1291	"20mm-571"	"NB-660"	3/18/2016 0:00:00	"YELGOB"	12/30/1899 8:00:00	"20mm"	0	"AB"	3	35.00	3.00	7/12/2016 0:00:00	
1292	"20mm-572"	"NB-1013"	3/18/2016 0:00:00	"NORANC"	12/30/1899 8:30:00	"20mm"	0	"AB"	26	35.00	26.00	7/12/2016 0:00:00	
1292	"20mm-572"	"NB-1013"	3/18/2016 0:00:00	"PACHER"	12/30/1899 8:30:00	"20mm"	0	"AB"	30	35.00	30.00	7/12/2016 0:00:00	
1292	"20mm-572"	"NB-1013"	3/18/2016 0:00:00	"YELGOB"	12/30/1899 8:30:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1293	"20mm-573"	"NB-610"	3/18/2016 0:00:00	"NORANC"	12/30/1899 9:05:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1293	"20mm-573"	"NB-610"	3/18/2016 0:00:00	"PACHER"	12/30/1899 9:05:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1293	"20mm-573"	"NB-610"	3/18/2016 0:00:00	"SACSUC"	12/30/1899 9:05:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1294	"20mm-574"	"NB-590"	3/18/2016 0:00:00	"NORANC"	12/30/1899 9:37:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1294	"20mm-574"	"NB-590"	3/18/2016 0:00:00	"PACHER"	12/30/1899 9:37:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1295	"20mm-575"	"NB-570"	3/18/2016 0:00:00	"PACHER"	12/30/1899 10:00:00	"20mm"	0	"AB"	9	35.00	9.00	7/12/2016 0:00:00	
1295	"20mm-575"	"NB-570"	3/18/2016 0:00:00	"RAIKIL"	12/30/1899 10:00:00	"20mm"	0		1	35.00	1.00	3/18/2016 0:00:00	
1295	"20mm-575"	"NB-570"	3/18/2016 0:00:00	"SHOGOB"	12/30/1899 10:00:00	"20mm"	0	"AB"	1	35.00	1.00	7/12/2016 0:00:00	
1296	"20mm-576"	"NB-550"	3/18/2016 0:00:00	"NO CATCH"	12/30/1899 10:25:00	"20mm"	0		0	35.00	0.00		
1297	"20mm-577"	"NB-542"	3/18/2016 0:00:00	"PACHER"	12/30/1899 10:45:00	"20mm"	0	"AB"	6	35.00	6.00	7/14/2016 0:00:00	
1297	"20mm-577"	"NB-542"	3/18/2016 0:00:00	"THRSTI"	12/30/1899 10:45:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1298	"20mm-578"	"NB-530"	3/18/2016 0:00:00	"NORANC"	12/30/1899 11:07:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1299	"20mm-579"	"NB-289"	3/18/2016 0:00:00	"NO CATCH"	12/30/1899 11:40:00	"20mm"	0		0	35.00	0.00		
1300	"20mm-580"	"NB-1086"	3/29/2016 0:00:00	"JACKSM"	12/30/1899 7:41:00	"20mm"	0	"AB"	2	35.00	2.00	7/14/2016 0:00:00	
1300	"20mm-580"	"NB-1086"	3/29/2016 0:00:00	"NORANC"	12/30/1899 7:41:00	"20mm"	0	"AB"	47	35.00	47.00	7/14/2016 0:00:00	
1300	"20mm-580"	"NB-1086"	3/29/2016 0:00:00	"PACHER"	12/30/1899 7:41:00	"20mm"	0	"AB"	25	35.00	25.00	7/14/2016 0:00:00	
1300	"20mm-580"	"NB-1086"	3/29/2016 0:00:00	"YELGOB"	12/30/1899 7:41:00	"20mm"	0	"AB"	2	35.00	2.00	7/14/2016 0:00:00	
1301	"20mm-581"	"NB-1070"	3/29/2016 0:00:00	"NORANC"	12/30/1899 8:04:00	"20mm"	0	"AB"	48	35.00	48.00	7/14/2016 0:00:00	
1301	"20mm-581"	"NB-1070"	3/29/2016 0:00:00	"PACHER"	12/30/1899 8:04:00	"20mm"	0	"AB"	12	35.00	12.00	7/14/2016 0:00:00	
1302	"20mm-582"	"NB-1055"	3/29/2016 0:00:00	"JACKSM"	12/30/1899 8:37:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1302	"20mm-582"	"NB-1055"	3/29/2016 0:00:00	"NORANC"	12/30/1899 8:37:00	"20mm"	0	"AB"	13	35.00	13.00	7/14/2016 0:00:00	
1302	"20mm-582"	"NB-1055"	3/29/2016 0:00:00	"PACHER"	12/30/1899 8:37:00	"20mm"	0	"AB"	18	35.00	18.00	7/14/2016 0:00:00	
1302	"20mm-582"	"NB-1055"	3/29/2016 0:00:00	"YELGOB"	12/30/1899 8:37:00	"20mm"	0	"AB"	5	35.00	5.00	7/14/2016 0:00:00	
1303	"20mm-583"	"NB-1066"	3/29/2016 0:00:00	"NORANC"	12/30/1899 9:09:00	"20mm"	0	"AB"	9	35.00	9.00	7/14/2016 0:00:00	
1303	"20mm-583"	"NB-1066"	3/29/2016 0:00:00	"PACHER"	12/30/1899 9:09:00	"20mm"	0	"AB"	9	35.00	9.00	7/14/2016 0:00:00	
1303	"20mm-583"	"NB-1066"	3/29/2016 0:00:00	"YELGOB"	12/30/1899 9:09:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1304	"20mm-584"	"NB-1064"	3/29/2016 0:00:00	"NORANC"	12/30/1899 9:31:00	"20mm"	0	"AB"	24	35.00	24.00	7/14/2016 0:00:00	
1304	"20mm-584"	"NB-1064"	3/29/2016 0:00:00	"PACHER"	12/30/1899 9:31:00	"20mm"	0	"AB"	5	35.00	5.00	7/14/2016 0:00:00	
1305	"20mm-585"	"NB-1077"	3/29/2016 0:00:00	"NORANC"	12/30/1899 9:55:00	"20mm"	0	"AB"	5	35.00	5.00	7/14/2016 0:00:00	
1305	"20mm-585"	"NB-1077"	3/29/2016 0:00:00	"PACHER"	12/30/1899 9:55:00	"20mm"	0	"AB"	2	35.00	2.00	7/14/2016 0:00:00	
1306	"20mm-586"	"NB-1109"	3/29/2016 0:00:00	"NORANC"	12/30/1899 10:22:00	"20mm"	0	"AB"	5	35.00	5.00	7/14/2016 0:00:00	
1306	"20mm-586"	"NB-1109"	3/29/2016 0:00:00	"YELGOB"	12/30/1899 10:22:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1307	"20mm-587"	"NB-1157"	3/29/2016 0:00:00	"NORANC"	12/30/1899 10:48:00	"20mm"	0	"AB"	4	35.00	4.00	7/14/2016 0:00:00	
1308	"20mm-588"	"NB-1195"	3/29/2016 0:00:00	"NORANC"	12/30/1899 11:19:00	"20mm"	0	"AB"	20	35.00	20.00	7/14/2016 0:00:00	
1308	"20mm-588"	"NB-1195"	3/29/2016 0:00:00	"PACHER"	12/30/1899 11:19:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
1308	"20mm-588"	"NB-1195"	3/29/2016 0:00:00	"YELGOB"	12/30/1899 11:19:00	"20mm"	0	"AB"	1	35.00	1.00	7/14/2016 0:00:00	
