"RecordNumber"	"StationNames"	"Date"	"Time"	"Replicate"	"CableAngle"	"TowDuration"	"AvgTrawlDepth"	"Latitude"	"Longitude"	"TrackNote"
1219	"NB-1113"	3/2/2016 0:00:00	12/30/1899 10:15:00		20	12/30/1899 10:00:00	10.20	"38.06365518"	"-122.369521414"	"NB1113"
1220	"NB-1095"	3/2/2016 0:00:00	12/30/1899 10:32:00		21	12/30/1899 10:00:00	8.70	"38.069912705"	"-122.395979016"	"NB1095"
1221	"NB-1093"	3/2/2016 0:00:00	12/30/1899 10:57:00		19	12/30/1899 10:00:00	6.80	"38.07193868"	"-122.426795778"	"NB109320mm"
1222	"NB-1107"	3/2/2016 0:00:00	12/30/1899 11:20:00		20	12/30/1899 10:00:00	4.60	"38.062862508"	"-122.453353071"	"NB110720mm"
1223	"NB-1165"	3/2/2016 0:00:00	12/30/1899 11:57:00		10	12/30/1899 10:00:00	16.50	"38.026070607"	"-122.357679328"	"NB1165"
1224	"NB-1167"	3/2/2016 0:00:00	12/30/1899 12:30:00		20	12/30/1899 10:00:00	11.00	"38.027877246"	"-122.336741817"	"NB1167"
1225	"NB-1169"	3/2/2016 0:00:00	12/30/1899 12:55:00		20	12/30/1899 10:00:00	8.20	"38.033225704"	"-122.311097213"	"NB1169"
1226	"NB-1153"	3/2/2016 0:00:00	12/30/1899 13:15:00		20	12/30/1899 10:00:00	8.50	"38.040499574"	"-122.297133408"	"NB1153"
1227	"NB-1119"	3/2/2016 0:00:00	12/30/1899 13:32:00		23	12/30/1899 10:00:00	17.00			"NB1119"
1228	"NB-710"	3/3/2016 0:00:00	12/30/1899 7:39:00		20	12/30/1899 10:00:00	10.00	"38.233554813"	"-122.632615425"	"SON-20mmNB710"
1229	"NB-750"	3/3/2016 0:00:00	12/30/1899 8:25:00		23	12/30/1899 10:00:00	11.00	"38.220737266"	"-122.59505096"	
1230	"NB-910"	3/3/2016 0:00:00	12/30/1899 9:19:00		15	12/30/1899 10:00:00	16.00	"38.120454449"	"-122.509764302"	
1231	"NB-890"	3/3/2016 0:00:00	12/30/1899 9:46:00		19	12/30/1899 10:00:00	20.00	"38.140028109"	"-122.518653945"	
1232	"NB-870"	3/3/2016 0:00:00	12/30/1899 10:10:00		21	12/30/1899 10:00:00	17.00	"38.152545898"	"-122.539032672"	
1233	"NB-850"	3/3/2016 0:00:00	12/30/1899 10:33:00		19	12/30/1899 10:00:00	14.00	"38.165852952"	"-122.537486981"	
1234	"NB-830"	3/3/2016 0:00:00	12/30/1899 10:55:00		19	12/30/1899 10:00:00	16.00	"38.181942909"	"-122.54324404"	
1235	"NB-800"	3/3/2016 0:00:00	12/30/1899 11:24:00			12/30/1899 10:00:00	15.90	"38.198855415"	"-122.555390996"	
1236	"NB-780"	3/3/2016 0:00:00	12/30/1899 11:45:00		19	12/30/1899 10:00:00	10.00	"38.207341417"	"-122.578851055"	"NB78020mm"
1237	"NB-750"	3/3/2016 0:00:00	12/30/1899 12:17:00		16	12/30/1899 10:00:00	10.40	"38.221386404"	"-122.603938311"	"NB75020mm"
1238	"NB-520"	3/4/2016 0:00:00	12/30/1899 6:50:00		20	12/30/1899 10:00:00	6.10	"38.228476717"	"-122.423352547"	"NB520"
1239	"NB-530"	3/4/2016 0:00:00	12/30/1899 7:15:00		16	12/30/1899 10:00:00	7.60	"38.227224147"	"-122.419594391"	"NB53020mm"
1240	"NB-550"	3/4/2016 0:00:00	12/30/1899 7:46:00		20	12/30/1899 10:00:00	6.30	"38.213004918"	"-122.424835529"	"NB55020mm"
1241	"NB-610"	3/4/2016 0:00:00	12/30/1899 8:19:00		20	12/30/1899 10:00:00	12.90	"38.188740223"	"-122.400981101"	"NB60020mm"
1242	"NB-620"	3/4/2016 0:00:00	12/30/1899 8:43:00		20	12/30/1899 10:00:00	13.00	"38.185489958"	"-122.421157385"	
1243	"NB-590"	3/4/2016 0:00:00	12/30/1899 9:12:00		19	12/30/1899 10:00:00	10.00	"38.193742721"	"-122.39083758"	
1244	"NB-289"	3/4/2016 0:00:00	12/30/1899 9:41:00		18	12/30/1899 10:00:00	11.00	"38.206312299"	"-122.380457037"	"NB 289 20mm"
1245	"NB-570"	3/4/2016 0:00:00	12/30/1899 10:19:00		17	12/30/1899 10:00:00	12.10	"38.207542346"	"-122.406761565"	"NB570"
1246	"NB-560"	3/4/2016 0:00:00	12/30/1899 10:41:00		19	12/30/1899 10:00:00	9.10	"38.210703579"	"-122.413217901"	"NB56020mm"
1247	"NB-542"	3/4/2016 0:00:00	12/30/1899 11:06:00		23	12/30/1899 10:00:00	5.30	"38.221926192"	"-122.41743392"	"NB54220mm"
1248	"NB-660"	3/8/2016 0:00:00	12/30/1899 11:06:00		19	12/30/1899 10:00:00	16.90	"38.161594378"	"-122.409300808"	"NB660_MYS"
1249	"NB-590"	3/8/2016 0:00:00	12/30/1899 11:34:00		19	12/30/1899 10:00:00	10.40	"38.199805861"	"-122.395890565"	"NB590_MYS"
1250	"NB-820"	3/9/2016 0:00:00	12/30/1899 9:46:00		2	12/30/1899 10:00:00	14.60	"38.190656974"	"-122.546190484"	"NB820_M"
1251	"NB-910"	3/9/2016 0:00:00	12/30/1899 12:04:00		17	12/30/1899 10:00:00	17.70	"38.127627457"	"-122.51202541"	"NB910_M"
1252	"NB-252"	3/10/2016 0:00:00	12/30/1899 9:01:00		16	12/30/1899 10:00:00	4.40	"38.213317523"	"-122.300597379"	"NB252"
1253	"NB-363"	3/10/2016 0:00:00	12/30/1899 9:53:00		19	12/30/1899 10:00:00	10.50	"38.122917613"	"-122.293989052"	"NB363_M"
1254	"SB-700"	3/12/2016 0:00:00	12/30/1899 12:01:00		19	12/30/1899 10:00:00	7.50			
1255	"SB-170"	3/12/2016 0:00:00	12/30/1899 12:38:00		18	12/30/1899 10:00:00	6.90			
1256	"SB-A21.4"	3/12/2016 0:00:00	12/30/1899 15:28:00			12/30/1899 10:00:00	6.00			
1257	"SB-510"	3/12/2016 0:00:00	12/30/1899 16:12:00			12/30/1899 10:00:00	13.00			
1258	"SB-ART3"	3/13/2016 0:00:00	12/30/1899 12:05:00			12/30/1899 10:00:00	3.00			
1259	"SB-COY2"	3/13/2016 0:00:00	12/30/1899 12:44:00			12/30/1899 10:00:00	7.60			
1260	"SB-A19.4"	3/13/2016 0:00:00	12/30/1899 16:11:00		19	12/30/1899 10:00:00	4.20			
1261	"NB-1154"	3/15/2016 0:00:00	12/30/1899 7:46:00		19	12/30/1899 10:00:00	11.60			"NB 1154 20mm"
1262	"NB-1169"	3/15/2016 0:00:00	12/30/1899 8:13:00		19	12/30/1899 10:00:00	9.90	"38.028965875"	"-122.305423726"	"NB 1169 20mm"
1263	"NB-1184"	3/15/2016 0:00:00	12/30/1899 8:40:00		18	12/30/1899 10:00:00	10.90			"NB 1184 20mm"
1264	"NB-1145"	3/15/2016 0:00:00	12/30/1899 9:15:00		15	12/30/1899 10:00:00	16.00	"38.035881216"	"-122.401315995"	"NB 1145 20mm"
1265	"NB-1125"	3/15/2016 0:00:00	12/30/1899 9:40:00		20	12/30/1899 10:00:00	9.00	"38.047087765"	"-122.43493672"	"NB 1125 20mm"
1266	"NB-1092"	3/15/2016 0:00:00	12/30/1899 10:15:00		19	12/30/1899 10:00:00	5.00	"38.069210157"	"-122.44555433"	"NB 1092 20mm"
1267	"NB-1062"	3/15/2016 0:00:00	12/30/1899 10:45:00		19	12/30/1899 10:00:00	5.00	"38.089441535"	"-122.425406169"	"NB 1062 20mm"
1268	"NB-1064"	3/15/2016 0:00:00	12/30/1899 11:09:00		19	12/30/1899 10:00:00	4.50	"38.095916627"	"-122.398374808"	"NB 1064 20mm"
1269	"NB-1081"	3/15/2016 0:00:00	12/30/1899 11:40:00		19	12/30/1899 10:00:00	5.00	"38.090669803"	"-122.374353259"	"NB 1066 20mm"
1270	"NB-1098"	3/15/2016 0:00:00	12/30/1899 12:02:00		19	12/30/1899 13:00:00	7.00	"38.071928159"	"-122.362264449"	"NB 1098 20mm"
1271	"NB-1084"	3/15/2016 0:00:00	12/30/1899 12:30:00		15	12/30/1899 10:00:00	4.00	"38.081782021"	"-122.328996652"	"NB 1084 20mm"
1272	"NB-1117"	3/15/2016 0:00:00	12/30/1899 12:54:00		18	12/30/1899 10:00:00	5.00	"38.069160233"	"-122.326153988"	"NB 1117 20mm"
1273	"NB-363"	3/16/2016 0:00:00	12/30/1899 8:12:00		22	12/30/1899 10:00:00	19.00	"38.123954317"	"-122.29957415"	"NB 363 20mm"
1274	"NB-341Pond"	3/16/2016 0:00:00	12/30/1899 8:51:00		22	12/30/1899 10:00:00	5.20	"38.142292603"	"-122.292407763"	"NB Resto 20mm"
1275	"NB-345"	3/16/2016 0:00:00	12/30/1899 9:13:00		23	12/30/1899 10:00:00	17.30			"NB345"
1276	"NB-283"	3/16/2016 0:00:00	12/30/1899 10:12:00		19	12/30/1899 10:00:00	12.00	"38.190361953"	"-122.327665825"	"NB283 20mm"
1277	"NB-285"	3/16/2016 0:00:00	12/30/1899 10:40:00		16	12/30/1899 10:00:00	9.20	"38.19160926"	"-122.33531741"	"NB 285 20mm"
1278	"NB-271"	3/16/2016 0:00:00	12/30/1899 11:15:00		19	12/30/1899 10:00:00	8.20			"NB-271"
1279	"NB-252"	3/16/2016 0:00:00	12/30/1899 11:55:00		18	12/30/1899 10:00:00	10.80	"38.21359784"	"-122.307056514"	"NB 252 20mm"
1280	"NB-240"	3/16/2016 0:00:00	12/30/1899 12:13:00		19	12/30/1899 10:00:00	19.20	"38.216123052"	"-122.310286894"	"NB 240 20mm"
1281	"NB-200"	3/16/2016 0:00:00	12/30/1899 12:44:00		19	12/30/1899 10:00:00	18.70	"38.240665118"	"-122.286626839"	"NB 200 20mm"
1282	"NB-860"	3/17/2016 0:00:00	12/30/1899 7:50:00		18	12/30/1899 10:00:00	36.10	"38.157616245"	"-122.543617611"	"NB 860 20mm"
1283	"NB-940"	3/17/2016 0:00:00	12/30/1899 8:52:00		19	12/30/1899 10:00:00	8.20	"38.016076794"	"-122.504734981"	"NB 940 20mm"
1284	"NB-950"	3/17/2016 0:00:00	12/30/1899 9:10:00		23	12/30/1899 10:00:00	8.60	"38.016816731"	"-122.510348596"	"NB 950 20mm"
1285	"NB-1122"	3/17/2016 0:00:00	12/30/1899 9:48:00		23	12/30/1899 10:00:00	5.30	"38.052574017"	"-122.483005901"	"NB 1122 20mm"
1286	"NB-1001"	3/17/2016 0:00:00	12/30/1899 10:25:00		23	12/30/1899 10:00:00	5.40	"38.111515659"	"-122.479581804"	"NB 1001 20mm"
1287	"NB-840"	3/17/2016 0:00:00	12/30/1899 11:02:00		23	12/30/1899 10:00:00	20.00	"38.17153011"	"-122.532112568"	"NB 840 20mm"
1288	"NB-800"	3/17/2016 0:00:00	12/30/1899 11:40:00		20	12/30/1899 10:00:00	13.00	"38.199657087"	"-122.554604248"	"NB 800 20mm"
1289	"NB-770"	3/17/2016 0:00:00	12/30/1899 12:11:00		18	12/30/1899 10:00:00	14.00	"38.210824247"	"-122.585594855"	"NB 770 20mm"
1290	"NB-630"	3/18/2016 0:00:00	12/30/1899 7:30:00		18	12/30/1899 11:00:00	10.10	"38.183289938"	"-122.419643998"	"NB 630 20mm"
1291	"NB-660"	3/18/2016 0:00:00	12/30/1899 8:00:00		19	12/30/1899 10:00:00	13.10	"38.16270195"	"-122.413227055"	"NB 660 20mm"
1292	"NB-1013"	3/18/2016 0:00:00	12/30/1899 8:30:00		19	12/30/1899 10:00:00	10.10	"38.143704656"	"-122.397136808"	"NB 1013 20mm"
1293	"NB-610"	3/18/2016 0:00:00	12/30/1899 9:05:00		20	12/30/1899 10:00:00	13.00	"38.188423892"	"-122.404260521"	"NB 610 20mm"
1294	"NB-590"	3/18/2016 0:00:00	12/30/1899 9:37:00		21	12/30/1899 10:00:00	17.00	"38.199092277"	"-122.394253615"	"NB 590 20mm"
1295	"NB-570"	3/18/2016 0:00:00	12/30/1899 10:00:00		20	12/30/1899 10:00:00	10.00	"38.209011973"	"-122.41252303"	"NB 570 20mm"
1296	"NB-550"	3/18/2016 0:00:00	12/30/1899 10:25:00		18	12/30/1899 10:00:00	9.00	"38.217171036"	"-122.427091086"	"NB 550- 20mm"
1297	"NB-542"	3/18/2016 0:00:00	12/30/1899 10:45:00		18	12/30/1899 10:00:00	5.00	"38.221849492"	"-122.417254963"	"NB 542 20mm"
1298	"NB-530"	3/18/2016 0:00:00	12/30/1899 11:07:00		16	12/30/1899 12:00:00	9.00	"38.224473105"	"-122.419817646"	"NB 530 20mm"
1299	"NB-289"	3/18/2016 0:00:00	12/30/1899 11:40:00		16	12/30/1899 10:00:00	11.00	"38.200443801"	"-122.383500352"	"NB 289 20mm"
1300	"NB-1086"	3/29/2016 0:00:00	12/30/1899 7:41:00		19	12/30/1899 10:00:00	5.50	"38.084101781"	"-122.311867475"	
1301	"NB-1070"	3/29/2016 0:00:00	12/30/1899 8:04:00		21	12/30/1899 10:00:00	4.90	"38.092871127"	"-122.323433942"	"NB 1070 20mm"
1302	"NB-1055"	3/29/2016 0:00:00	12/30/1899 8:37:00		20	12/30/1899 10:00:00	5.00	"38.098801292"	"-122.35066312"	"NB 1055 20mm"
1303	"NB-1066"	3/29/2016 0:00:00	12/30/1899 9:09:00		21	12/30/1899 10:00:00	5.00	"38.095479899"	"-122.377950702"	"NB 1066 20mm"
1304	"NB-1064"	3/29/2016 0:00:00	12/30/1899 9:31:00		18	12/30/1899 10:00:00	4.80	"38.094317069"	"-122.39804421"	"NB 1064 20mm"
1305	"NB-1077"	3/29/2016 0:00:00	12/30/1899 9:55:00		21	12/30/1899 10:00:00	5.30	"38.07884225"	"-122.422233361"	"NB 1077 20mm"
1306	"NB-1109"	3/29/2016 0:00:00	12/30/1899 10:22:00		18	12/30/1899 10:00:00	6.20	"38.06280239"	"-122.429601982"	"NB 1109 20mm"
1307	"NB-1157"	3/29/2016 0:00:00	12/30/1899 10:48:00		19	12/30/1899 10:00:00	6.50	"38.027180182"	"-122.45899538"	"NB 1157 20mm"
1308	"NB-1195"	3/29/2016 0:00:00	12/30/1899 11:19:00		18	12/30/1899 10:00:00	5.20	"38.010319648"	"-122.374880659"	"NB 1195 20mm"
1309	"NB-1187"	3/29/2016 0:00:00	12/30/1899 11:48:00		19	12/30/1899 10:00:00	5.60	"38.025149142"	"-122.291983043"	"NB 1187 20mm"
1310	"NB-361"	3/30/2016 0:00:00	12/30/1899 7:55:00			12/30/1899 10:00:00	14.00	"38.122084866"	"-122.291909531"	"NB 361 20mm"
1311	"NB-361"	3/30/2016 0:00:00	12/30/1899 7:30:00		18	12/30/1899 10:00:00	14.00	"38.123119095"	"-122.29500246"	"NB 361 20mm 2"
1312	"NB-341Pond"	3/30/2016 0:00:00	12/30/1899 9:00:00		20	12/30/1899 5:00:00	5.00	"38.142511257"	"-122.291793545"	"NB RESTO 20mm"
1313	"NB-341"	3/30/2016 0:00:00	12/30/1899 9:15:00		21	12/30/1899 10:00:00	16.00	"38.143344271"	"-122.29315595"	"NB 341 20mm"
1314	"NB-252"	3/30/2016 0:00:00	12/30/1899 10:25:00		15	12/30/1899 10:00:00	11.10	"38.21355644"	"-122.307085233"	"NB 252 20mm"
1315	"NB-230"	3/30/2016 0:00:00	12/30/1899 11:01:00		19	12/30/1899 11:00:00	16.10	"38.227109082"	"-122.303109061"	"NB 230 20mm"
1316	"NB-170"	3/30/2016 0:00:00	12/30/1899 11:35:00		18	12/30/1899 10:00:00	12.50	"38.267578377"	"-122.286051094"	"NB 170 20mm"
1317	"NB-150"	3/30/2016 0:00:00	12/30/1899 12:00:00		17	12/30/1899 10:00:00	16.10	"38.281098123"	"-122.284894139"	"NB 150 20mm"
1318	"NB-130"	3/30/2016 0:00:00	12/30/1899 12:32:00		18	12/30/1899 10:00:00	6.30	"38.296351476"	"-122.281983739"	"NB 130 20mm"
1319	"NB-710"	3/31/2016 0:00:00	12/30/1899 7:32:00		20	12/30/1899 10:00:00	9.70	"38.234112625"	"-122.634405248"	"NB 710 20mm"
1320	"NB-750"	3/31/2016 0:00:00	12/30/1899 8:08:00		20	12/30/1899 10:00:00	14.10	"38.220065885"	"-122.594018229"	"NB 750 20mm"
1321	"NB-1005"	3/31/2016 0:00:00	12/30/1899 9:07:00		20	12/30/1899 10:00:00	12.00	"38.11034976"	"-122.471880623"	"NB 1005 20mm"
1322	"NB-930"	3/31/2016 0:00:00	12/30/1899 9:33:00		20	12/30/1899 10:00:00	14.50	"38.111392104"	"-122.492361017"	"NB 930 20mm"
1323	"NB-920"	3/31/2016 0:00:00	12/30/1899 9:58:00		21	12/30/1899 10:00:00	17.10	"38.115970962"	"-122.506482337"	"NB 920 20mm"
1324	"NB-900"	3/31/2016 0:00:00	12/30/1899 10:25:00		19	12/30/1899 10:00:00	17.20	"38.135461368"	"-122.514198328"	"NB 900 20mm"
1325	"NB-860"	3/31/2016 0:00:00	12/30/1899 10:53:00		21	12/30/1899 10:00:00	15.90	"38.161450603"	"-122.545260262"	"NB 860 20mm"
1326	"NB-830"	3/31/2016 0:00:00	12/30/1899 11:16:00		19	12/30/1899 10:00:00	14.20	"38.18041906"	"-122.542191641"	"NB 830 20mm"
1327	"NB-800"	3/31/2016 0:00:00	12/30/1899 11:44:00		19	12/30/1899 10:00:00	14.60	"38.200078904"	"-122.551434032"	"NB 800 20mm"
1328	"NB-780"	3/31/2016 0:00:00	12/30/1899 12:05:00		19	12/30/1899 10:00:00	8.60	"38.205097161"	"-122.57299126"	"NB 780 20mm"
1329	"NB-520"	4/1/2016 0:00:00	12/30/1899 7:28:00		14	12/30/1899 11:00:00	4.80	"38.228416613"	"-122.427152925"	
1330	"NB-540"	4/1/2016 0:00:00	12/30/1899 8:01:00		18	12/30/1899 10:00:00	6.60	"38.222031044"	"-122.421472292"	
1331	"NB-570"	4/1/2016 0:00:00	12/30/1899 8:38:00		18	12/30/1899 10:00:00	15.00	"38.207154858"	"-122.409416535"	
1332	"NB-1013"	4/1/2016 0:00:00	12/30/1899 9:39:00		20	12/30/1899 10:00:00	10.00	"38.143967289"	"-122.397161272"	
1333	"NB-660"	4/1/2016 0:00:00	12/30/1899 10:18:00		18	12/30/1899 10:00:00	12.50	"38.161353191"	"-122.418548504"	
1334	"NB-621"	4/1/2016 0:00:00	12/30/1899 10:53:00		21	12/30/1899 10:00:00	6.40	"38.187858424"	"-122.423881811"	
1335	"NB-530"	4/5/2016 0:00:00	12/30/1899 10:50:00		29	12/30/1899 10:00:00	5.90	"38.224546338"	"-122.419899737"	
1337	"NB-670"	4/5/2016 0:00:00	12/30/1899 12:50:00		16	12/30/1899 10:00:00	11.80	"38.158181097"	"-122.407225528"	
1338	"NB-1119"	4/6/2016 0:00:00	12/30/1899 7:30:00		17	12/30/1899 10:00:00	5.40	"38.064124695"	"-122.295998487"	
1339	"NB-730"	4/7/2016 0:00:00	12/30/1899 7:30:00		25	12/30/1899 10:00:00	8.00	"38.21687"	"-122.616685"	
1340	"NB-930"	4/7/2016 0:00:00	12/30/1899 11:40:00		19	12/30/1899 10:00:00	16.80			"No trimble"
1341	"NB-285"	4/8/2016 0:00:00	12/30/1899 7:43:00		20	12/30/1899 10:00:00	6.90	"38.189782274"	"-122.342658598"	"NB285MYS"
1342	"NB-341"	4/8/2016 0:00:00	12/30/1899 8:29:00		20	12/30/1899 10:00:00	15.20	"38.144676929"	"-122.290773333"	
1343	"NB-180"	4/8/2016 0:00:00	12/30/1899 11:19:00				15.00	"38.26093805"	"-122.28689776"	
1344	"NB-252"	4/8/2016 0:00:00	12/30/1899 12:38:00		25	12/30/1899 10:00:00	6.50	"38.213035005"	"-122.300157662"	
1345	"SB-560"	4/9/2016 0:00:00	12/30/1899 10:10:00		45	12/30/1899 10:00:00	4.00			
1346	"SB-230"	4/9/2016 0:00:00	12/30/1899 10:47:00		30	12/30/1899 10:00:00	10.40			
1347	"SB-A21.4"	4/9/2016 0:00:00	12/30/1899 15:30:00		40	12/30/1899 10:00:00	5.40			"NA"
1348	"SB-COY3"	4/9/2016 0:00:00	12/30/1899 15:55:00		35	12/30/1899 10:00:00	13.80			"NA"
1349	"SB-150"	4/10/2016 0:00:00	12/30/1899 12:01:00		40	12/30/1899 10:00:00	6.00			"NA"
1350	"SB-120"	4/10/2016 0:00:00	12/30/1899 12:30:00		20	12/30/1899 10:00:00	6.40			"NA"
1351	"SB-A19.4"	4/10/2016 0:00:00	12/30/1899 15:25:00		40	12/30/1899 10:00:00	6.40			"NA"
1352	"SB-430"	4/10/2016 0:00:00	12/30/1899 15:50:00		30	12/30/1899 10:00:00	11.80			"NA"
1353	"NB-281"	4/12/2016 0:00:00	12/30/1899 7:00:00		9	12/30/1899 10:00:00	12.00	"38.186579825"	"-122.325614598"	"NB281_20mm"
1354	"NB-271"	4/12/2016 0:00:00	12/30/1899 7:46:00		11	12/30/1899 10:00:00	9.80	"38.192921822"	"-122.317440057"	"NB271_20mm"
1355	"NB-252"	4/12/2016 0:00:00	12/30/1899 8:26:00		14	12/30/1899 10:00:00	13.60	"38.213712428"	"-122.307031886"	"NB25220mm"
1356	"NB-242"	4/12/2016 0:00:00	12/30/1899 8:54:00		12	12/30/1899 6:00:00	5.80	"38.219294289"	"-122.30858423"	"NB242_20mm"
1357	"NB-201"	4/12/2016 0:00:00	12/30/1899 9:30:00		9	12/30/1899 10:00:00	11.00	"38.247173899"	"-122.28544765"	"NB201_20mm"
1358	"NB-190"	4/12/2016 0:00:00	12/30/1899 10:00:00		15	12/30/1899 10:00:00	14.00	"38.254521572"	"-122.284428739"	"NB190_20mm"
1359	"NB-170"	4/12/2016 0:00:00	12/30/1899 10:30:00		14	12/30/1899 10:00:00	14.00	"38.268089192"	"-122.286260817"	"NB170_20mm"
1360	"NB-150"	4/12/2016 0:00:00	12/30/1899 10:50:00		14	12/30/1899 10:00:00	12.00	"38.282515565"	"-122.285723903"	"NB150_20mm"
1361	"NB-130"	4/12/2016 0:00:00	12/30/1899 11:13:00		9	12/30/1899 10:00:00	5.60	"38.29523858"	"-122.282638488"	"NB130_20mm"
1362	"NB-341Pond"	4/13/2016 0:00:00	12/30/1899 7:14:00		18	12/30/1899 4:00:00	5.00	"38.14035771"	"-122.298733413"	"20mm341Pond"
1363	"NB-363"	4/13/2016 0:00:00	12/30/1899 7:45:00		9	12/30/1899 10:00:00	14.00	"38.124001569"	"-122.299164865"	"20mmNB363"
1364	"NB-1119"	4/13/2016 0:00:00	12/30/1899 8:37:00		10	12/30/1899 10:00:00	7.50	"38.063604901"	"-122.292057839"	"20mmNB1119"
1365	"NB-1085"	4/13/2016 0:00:00	12/30/1899 9:15:00		9	12/30/1899 10:00:00	5.00	"38.08477974"	"-122.317712749"	"20mm_NB1085"
1366	"NB-1083"	4/13/2016 0:00:00	12/30/1899 9:45:00		9	12/30/1899 10:00:00	6.30	"38.087100655"	"-122.343022452"	"20mm_NB1083"
1367	"NB-1081"	4/13/2016 0:00:00	12/30/1899 10:10:00		10	12/30/1899 10:00:00	6.00	"38.087116198"	"-122.374510588"	"20mm_NB1081"
1368	"NB-1094"	4/13/2016 0:00:00	12/30/1899 10:38:00		9	12/30/1899 10:00:00	6.10	"38.076461598"	"-122.410886265"	"20mm_NB1094"
1369	"NB-1093"	4/13/2016 0:00:00	12/30/1899 11:03:00		9	12/30/1899 10:00:00	9.00	"38.071091931"	"-122.393289934"	"20mm_NB1093"
1370	"NB-1117"	4/13/2016 0:00:00	12/30/1899 11:55:00		9	12/30/1899 10:00:00	7.10	"38.063539609"	"-122.315721237"	"20mm_NB1117"
1371	"NB-1119"	4/13/2016 0:00:00	12/30/1899 12:28:00		10	12/30/1899 10:00:00	13.20	"38.066065434"	"-122.297033261"	"20mm_NB1119_Rep2"
1372	"NB-710"	4/14/2016 0:00:00	12/30/1899 7:15:00		10	12/30/1899 10:00:00	10.00	"38.234073145"	"-122.634144046"	"NB710_20mm"
1373	"NB-740"	4/14/2016 0:00:00	12/30/1899 8:02:00		8	12/30/1899 10:00:00	14.90	"38.227895526"	"-122.612708002"	"NB740_20mm"
1374	"NB-792"	4/14/2016 0:00:00	12/30/1899 8:30:00		9	12/30/1899 10:00:00	5.80	"38.209117104"	"-122.565589146"	"NB782_20mm"
1375	"NB-800"	4/14/2016 0:00:00	12/30/1899 8:54:00		10	12/30/1899 10:00:00	10.60	"38.199818463"	"-122.554681327"	"NB800_20mm"
1376	"NB-920"	4/14/2016 0:00:00	12/30/1899 9:34:00		10	12/30/1899 10:00:00	17.30	"38.117997317"	"-122.508315702"	"NB920_20mm"
1377	"NB-900"	4/14/2016 0:00:00	12/30/1899 9:53:00		10	12/30/1899 10:00:00	18.80	"38.13014771"	"-122.511932918"	"NB900_20mm"
1378	"NB-880"	4/14/2016 0:00:00	12/30/1899 10:20:00		10	12/30/1899 10:00:00	16.90	"38.144912981"	"-122.526110073"	"NB880_20mm"
1379	"NB-860"	4/14/2016 0:00:00	12/30/1899 10:45:00		9	12/30/1899 10:00:00	19.50	"38.159397971"	"-122.544956542"	"NB860_20mm"
1380	"NB-840"	4/14/2016 0:00:00	12/30/1899 11:08:00		10	12/30/1899 10:00:00	18.80	"38.168733749"	"-122.532062259"	"NB840_20mm"
1381	"NB-820"	4/14/2016 0:00:00	12/30/1899 11:31:00		9	12/30/1899 10:00:00	12.50	"38.188557586"	"-122.545654301"	"NB820_20mm"
1382	"NB-670"	4/15/2016 0:00:00	12/30/1899 7:55:00		10	12/30/1899 10:00:00	10.50	"38.158064206"	"-122.407019577"	"NB670_20mm"
1383	"NB-630"	4/15/2016 0:00:00	12/30/1899 8:31:00		11	12/30/1899 10:00:00	10.60	"38.177472317"	"-122.416570327"	"NB630_20mm"
1384	"NB-610"	4/15/2016 0:00:00	12/30/1899 9:06:00		10	12/30/1899 10:00:00	9.90	"38.18856459"	"-122.410504538"	"NB610_20mm"
1385	"NB-590"	4/15/2016 0:00:00	12/30/1899 9:30:00		10	12/30/1899 10:00:00	15.00	"38.196539517"	"-122.39152483"	"NB590_20mm"
1386	"NB-530"	4/15/2016 0:00:00	12/30/1899 10:03:00		9	12/30/1899 10:00:00	8.40	"38.227998388"	"-122.419124126"	"NB530_20mm"
1387	"NB-542"	4/15/2016 0:00:00	12/30/1899 10:35:00		9	12/30/1899 10:00:00	4.00	"38.222091849"	"-122.418145599"	"NB542_20mm"
1388	"NB-550"	4/15/2016 0:00:00	12/30/1899 10:56:00		9	12/30/1899 10:00:00	8.00	"38.212694466"	"-122.423640323"	"NB550"
1389	"NB-1119"	4/26/2016 0:00:00	12/30/1899 7:26:00		9	12/30/1899 10:00:00	7.40	"38.065049323"	"-122.29716585"	"NB1119_20mm"
1390	"NB-1116"	4/26/2016 0:00:00	12/30/1899 8:03:00		10	12/30/1899 10:00:00	5.20	"38.062682579"	"-122.328599896"	"NB1116_20mm"
1391	"NB-1113"	4/26/2016 0:00:00	12/30/1899 8:36:00		10	12/30/1899 10:00:00	7.70	"38.061736497"	"-122.368998668"	"NB"
1392	"NB-1111"	4/26/2016 0:00:00	12/30/1899 9:10:00		9	12/30/1899 10:00:00	5.80	"38.067313898"	"-122.400515694"	"NB1111_20mm"
1393	"NB-1093"	4/26/2016 0:00:00	12/30/1899 9:45:00		10	12/30/1899 10:00:00	6.10	"38.072484762"	"-122.428966804"	"NB1093_20mm"
1394	"NB-1126"	4/26/2016 0:00:00	12/30/1899 10:14:00		10	12/30/1899 10:00:00	7.10	"38.04719804"	"-122.422499654"	"NB1126_20mm"
1395	"NB-1161"	4/26/2016 0:00:00	12/30/1899 10:35:00		11	12/30/1899 10:00:00	10.10	"38.033456051"	"-122.415411919"	"NB1161_20mm"
