"ID"	"OldRecord."	"Survey"	"Method"	"TideText"	"TideHeight"	"Polygon/Station"	"Lat"	"Long"	"Date"	"Time"	"Replicate"	"Rep/Month"	"BegSurfTemp"	"BegBotTemp"	"EndSurfTemp"	"EndBotTemp"	"BegSurfSalin"	"BegBotSalin"	"EndSurfSalin"	"EndBotSalin"	"BegSurfCond"	"BegBotCond"	"EndSurfCond"	"EndBotCond"	"BegSecchi"	"EndSecchi"	"BegSurfDO(mg/L)"	"BegBotDO(mg/L)"	"EndSurfDO(mg/L)"	"EndBotDO(mg/L)"	"BegSurfDO%"	"BegBotDO%"	"EndSurfDO%"	"EndBotDO%"	"BegNTU"	"EndNTU"	"BegPH"	"EndPH"	"Depth"	"TowDuration"	"TowDistance"	"Flowmeter Start"	"Flowmeter Stop"	"Comments"	"DataEntry"	"FlowMeterDifference"	"SampledVolume"	"QC"
1474.00		1.00	"LOT"			"PET 8"			12/9/2015 0:00:00	12/30/1899 13:20:00			11.40	11.60			28.90	29.00			33147.00	33466.00			51.00		7.85	7.83			85.80	86.40			37.30					10.00		437095	449623	"TRK: 1.36"	"AB"	12528.00	1973.91	"AB"
1475.00		1.00	"LOT"			"SON 1"			12/10/2015 0:00:00	12/30/1899 7:36:00			13.00				25.40				30645.00				25.00		5.88				65.10				71.00					10.00		449584	462560	"TRK: 7:47"	"AB"	12976.00	2044.49	"AB"
1476.00		1.00	"LOT"			"SON 2"			12/10/2015 0:00:00	12/30/1899 8:32:00			12.90				25.50				30777.00				36.00		6.50				71.00				49.90				8.20	10.00		462556	487667	"TRK: 8:31"	"AB"	25111.00	3956.48	"AB"
1477.00		1.00	"LOT"			"SON 3"			12/10/2015 0:00:00	12/30/1899 8:53:00			12.50				25.50				30491.00				40.00		7.24				79.70				57.70				8.00	10.00		487665	526018	"TRK 9:01"	"AB"	38353.00	6042.89	"AB"
1478.00		1.00	"LOT"			"SON 4"			12/10/2015 0:00:00	12/30/1899 9:15:00			12.10				23.90				28381.00				38.00		7.85				84.60				61.40					10.00		526030	553629	"TRK: 9:32"	"AB"	27599.00	4348.49	"AB"
1479.00		1.00	"LOT"			"SON 5"			12/10/2015 0:00:00	12/30/1899 9:50:00			11.70	11.70			25.00	25.10			29321.00	29476.00			36.00		8.26	7.65			88.30	81.70			53.90					10.00		553630	589869	"TRK: 10:03"	"AB"	36239.00	5709.81	"AB"
1480.00		1.00	"LOT"			"SON 6"			12/10/2015 0:00:00	12/30/1899 10:15:00			12.10				25.60				30269.00				34.00		8.65				94.30				49.80				13.70	10.00		589866	627285	"TRK 10:30"	"AB"	37419.00	5895.73	"AB"
1481.00		1.00	"LOT"			"SON 7"			12/10/2015 0:00:00	12/30/1899 10:45:00			12.40	12.40			25.20	25.10			29966.00	29974.00			29.00		8.32	8.15			90.50	88.90			90.10				13.00	10.00		627289	668553	"TRK: 10:56"	"AB"	41264.00	6501.55	"AB"
1482.00		1.00	"LOT"			"SON 8"			12/10/2015 0:00:00	12/30/1899 11:22:00			12.90	12.90			24.50	24.50			29540.00	29648.00			32.00		8.69	8.45			95.00	90.70								10.00		668552	708651		"AB"	40099.00	6317.99	"AB"
1483.00		1.00	"LOT"	"Ebb"		"NB-252"			12/11/2015 0:00:00	12/30/1899 14:30:00			12.70				19.30				23674.00				67.00		8.64				91.80				16.30					10.00		850668	875812	"TRK 14:44"	"AB"	25144.00	3961.68	"AB"
1484.00		1.00	"LOT"	"Ebb"		"NB-290"			12/11/2015 0:00:00	12/30/1899 13:31:00			12.20				19.30				23429.00				65.00		9.05				94.80				28.10				6.00	10.00		830086	850663	"TRK: 13:43"	"AB"	20577.00	3242.11	"AB"
1485.00		1.00	"LOT"	"Flood"		"NAP 4"			12/11/2015 0:00:00	12/30/1899 10:25:00			12.00	11.90			17.20	17.20			20929.00	20917.00			122.00		8.62	8.20			89.00	85.60			6.19				20.00	10.00		768540	794892	"TRK: 10:38"	"AB"	26352.00	4152.02	"AB"
1486.00		1.00	"LOT"	"Flood"		"NB-285"			12/11/2015 0:00:00	12/30/1899 11:52:00			12.50	12.40			19.30	19.30			23635.00	23629.00			42.00		8.34	8.17			88.80	80.10			39.70					10.00		794898	816885	"TRK: 12:02"	"AB"	21987.00	3464.27	"AB"
1487.00		1.00	"LOT"	"Flood"		"NB-160"			12/11/2015 0:00:00	12/30/1899 9:59:00			11.30	11.50			16.10	16.60			19469.00	20043.00			124.00		8.92	7.98			89.90	83.30			16.90				16.00	10.00		741164	768540	"TRK: 10:07"	"AB"	27376.00	4313.36	"AB"
1488.00		1.00	"LOT"			"NB-287"			12/11/2015 0:00:00	12/30/1899 12:23:00			12.50				19.50				23860.00				44.00		7.94				84.60				51.80					10.00		816888	829965	"TRK: 12:33"	"AB"	13077.00	2060.41	"AB"
1489.00		1.00	"LOT"	"Flood"		"NAP-2"			12/11/2015 0:00:00	12/30/1899 9:21:00			11.30	11.60			14.50	16.80			17366.00	20288.00			85.00		8.82	8.48			88.60	86.70			9.67					3.00		733578	741165	"TRK: 9:31 CAUGHT SNAG"	"AB"	7587.00	1195.40	"AB"
1490.00		1.00	"LOT"	"Flood"		"NB-160"			12/11/2015 0:00:00	12/30/1899 8:48:00			11.20				13.00				16121.00				80.00		9.20				91.60				7.83				16.00	6.00		720524	733568	"TRK 8:59"	"AB"	13044.00	2055.21	"AB"
1491.00		2.00	"LOT"	"Ebb"		"NB-170"			1/5/2016 0:00:00	12/30/1899 14:05:00			8.70	8.50			8.10	10.00			9328.00	11672.00			47.00		9.30	8.94			84.00	82.10			24.70				20.90	10.00				"NO FLOWMETER"	"AB"			"AB"
1492.00		2.00	"LOT"	"Low"		"NB-180"			1/5/2016 0:00:00	12/30/1899 14:45:00			9.10	8.60			6.00	10.10			7447.00	11802.00			55.00		9.23	9.47			88.70	87.50			17.30				16.00	10.00				"No flowmeter"	"AB"			"AB"
1493.00		2.00	"LOT"	"Flood"		"NB-520"			1/6/2016 0:00:00	12/30/1899 7:50:00			9.00				3.20				4114.00				18.00		8.81				78.20				121.00				6.00	10.00				"NO FLOWMETER TRK: 8:08"	"AB"			"AB"
1494.00		2.00	"LOT"	"Flood"		"NB-540"			1/6/2016 0:00:00	12/30/1899 9:26:00			9.20				4.80				6052.00				21.00		9.48				85.00				111.00		7.75		14.10	10.00		497864	517824	"TRK: 9:23"	"AB"	19960.00	3144.89	"AB"
1495.00		2.00	"LOT"	"High"		"NB-560"			1/6/2016 0:00:00	12/30/1899 10:03:00			8.60		8.50		8.60		11.50		10123.00		13295.00		47.00	35.00	9.21		9.23		84.30		86.00		51.10	86.60	7.64	7.64	11.50	10.00		517844	541143	"TRK: 10:18"	"AB"	23299.00	3670.99	"AB"
1496.00		2.00	"LOT"	"Ebb"		"NB-600"			1/6/2016 0:00:00	12/30/1899 10:50:00			8.40		8.40		14.80		16.30		16683.00		18234.00		32.00	33.00	8.94		8.29		84.80		83.00		52.10		7.72	7.71	19.80	10.00		541146	565861		"AB"	24715.00	3894.09	"AB"
1497.00		2.00	"LOT"	"Flood"		"NB-630"			1/6/2016 0:00:00	12/30/1899 12:00:00			8.50				17.90				19977.00				31.00		9.03				87.40				61.10		7.97		13.30	4.80		575007	588276	"TRK: 12:00 CAUGHT TREE"	"AB"	13269.00	2090.66	"AB"
1498.00		2.00	"LOT"	"Flood"		"NB-740"			1/7/2016 0:00:00	12/30/1899 7:48:00			9.40	9.10			1.80	3.70			2339.00	2446.00			17.00		8.92	8.09			79.00	71.00							16.00	10.00		588282	608244	"TRK: 704"	"AB"	19962.00	3145.21	"AB"
1499.00		2.00	"LOT"	"Flood"		"NB-750"			1/7/2016 0:00:00	12/30/1899 8:25:00			9.20	9.20			4.40	5.00			5365.00	6209.00			26.00		8.59	8.49			79.10	76.70			50.50		7.15		15.80	10.00		613234	635041	"TRK 8:40"	"AB"	21807.00	3435.91	"AB"
1500.00		2.00	"LOT"	"Flood"		"NB-770"			1/7/2016 0:00:00	12/30/1899 9:21:00			9.20	9.20			7.00	9.20			8766.00	10978.00			40.00		9.60	8.76			88.40	79.90			33.30		4.41			10.00		635045	662176	"TRK: 9:18"	"AB"	27131.00	4274.76	"AB"
1501.00		2.00	"LOT"			"NB-790"			1/7/2016 0:00:00	12/30/1899 9:55:00			9.20				10.10				11458.00				43.00		9.25				85.30				25.10		4.70			10.00		662190	685925	"trk 9:53"	"AB"	23735.00	3739.68	"AB"
1502.00		2.00	"LOT"	"Flood"		"NB-710"			1/7/2016 0:00:00	12/30/1899 11:12:00			10.00	9.70			0.30	1.90			374.10	2585.00			15.00		8.96	8.20			79.70	73.30			130.00		4.49		12.60	10.00		685969	703937	"TRK 11:14"	"AB"	17968.00	2831.03	"AB"
1503.00		2.00	"LOT"	"Ebb"		"NB-910"			1/7/2016 0:00:00	12/30/1899 14:00:00			8.70	8.70			18.40	18.40			20558.00	20515.00			21.00		9.47	9.00			93.00	87.00			86.80		4.94			10.00		757715	800997	"TRK: 2:19"	"AB"	43282.00	6819.51	"AB"
1504.00		2.00	"LOT"	"Ebb"		"NB-890"			1/7/2016 0:00:00	12/30/1899 14:40:00			8.90	8.90			16.70	16.70			18857.00	18903.00			30.00		9.28	8.91			89.10	86.10			71.00		5.04			10.00		800995	839837	"TRK 2:4"	"AB"	38842.00	6119.94	"AB"
1505.00		2.00	"LOT"	"Ebb"		"NB-870"			1/7/2016 0:00:00	12/30/1899 15:05:00			9.20	9.40			15.10	15.40			17393.00	17818.00			38.00		9.28	8.84			88.80	84.80			83.50		5.08			10.00		839895	877433	"TRK 2:44"	"AB"	37538.00	5914.48	"AB"
1506.00		2.00	"LOT"	"Flood"		"NB-150"			1/8/2016 0:00:00	12/30/1899 9:15:00			9.40	9.50			0.40	0.50			575.00	700.00			27.00		9.01	9.43			78.00	82.20			93.80		4.18		22.70	10.00		877422	891244		"AB"	13822.00	2177.79	"AB"
1507.00		2.00	"LOT"	"Flood"		"NB-160"			1/8/2016 0:00:00	12/30/1899 9:33:00			9.50	9.40			0.60	0.70			847.00	940.00			31.00		9.32	9.11			82.00	78.60			56.50		4.18		18.00	10.00		891244	911878	"TRK 9:38"	"AB"	20634.00	3251.09	"AB"
1508.00		2.00	"LOT"	"Flood"		"NB-180"			1/8/2016 0:00:00	12/30/1899 10:05:00			9.60	9.50			1.50	3.10			2029.00	3964.00			35.00		8.98	8.65			78.90	78.10			46.30					10.00		911881	934206	"TRK 10:08"	"AB"	22325.00	3517.52	"AB"
1509.00		2.00	"LOT"	"Flood"		"NB-210"			1/8/2016 0:00:00	12/30/1899 10:38:00			9.70	9.40			4.70	8.70			6016.00	10489.00			49.00		9.31	8.60			85.00	79.30			32.20					10.00		934206	964914	"TRK 10:37"	"AB"	30708.00	4838.35	"AB"
1510.00		2.00	"LOT"	"Flood"		"NB-240"			1/8/2016 0:00:00	12/30/1899 11:06:00			9.40	9.40			11.90	12.40			13972.00	14505.00			51.00		9.71	8.82			91.90	83.60			17.50					10.00		964916	991783	"TRK 11:06"	"AB"	26867.00	4233.16	"AB"
1511.00		2.00	"LOT"	"High"		"NB-285"			1/8/2016 0:00:00	12/30/1899 12:09:00			9.60	9.50			14.40	14.50			16755.00	16912.00			55.00		9.67	8.95			92.20	87.60			14.10				13.90	10.00		991797	1004385	"TRK 12:11"	"AB"	12588.00	1983.36	"AB"
1512.00		2.00	"LOT"	"Ebb"		"NB-283"			1/8/2016 0:00:00	12/30/1899 13:15:00			10.70	9.70			14.40	15.10			16908.00	17581.00			54.00		9.56	8.70			92.10	85.20			15.00					10.00		4386	21234	"TRK 1:15"	"AB"	16848.00	2654.57	"AB"
1513.00		2.00	"LOT"	"Ebb"		"NB-280"			1/8/2016 0:00:00	12/30/1899 13:48:00			10.00	9.70			14.10	15.70			17160.00	18191.00			82.00		10.25	9.12			99.50	88.00			11.10					10.00		21235	52468	"TRK 1:45"	"AB"	31233.00	4921.07	"AB"
1514.00		2.00	"LOT"	"Ebb"		"NB-252"			1/8/2016 0:00:00	12/30/1899 14:25:00			9.80	9.70			11.00	12.20			13214.00	14466.00			54.00		9.98	8.86			95.20	84.50			20.20					10.00		52476	78122	"TRK 1:45"	"AB"	25646.00	4040.78	"AB"
1515.00		2.00	"LOT"	"Low"		"NB-720"			1/13/2016 0:00:00	12/30/1899 8:50:00			11.00				1.00				1512.00				35.00		8.92				81.40				36.30		7.98		10.00	10.00		757599	771013	"TRK OT1"	"AB"	13414.00	2113.50	"AB"
1516.00		2.00	"LOT"	"Flood"		"NB-850"			1/13/2016 0:00:00	12/30/1899 12:34:00			11.00				12.20				14913.00				33.00		8.40				82.50				53.30		7.87			10.00		886970	916944	"TRK OT2"	"AB"	29974.00	4722.70	"AB"
1517.00		2.00	"LOT"	"Flood"		"NB-800"			1/13/2016 0:00:00	12/30/1899 13:07:00			11.10				8.60				70808.00				35.00		8.92				86.50				48.30				11.00	10.00		919886	936728	"NO PH OR TRK"	"AB"	16842.00	2653.62	"AB"
1518.00		3.00	"LOT"	"Flood"		"NB-620"			1/14/2016 0:00:00	12/30/1899 12:15:00			10.90	10.80			2.60	3.70			3546.00	4900.00			23.00		9.13	8.85			83.30	81.10			57.60		5.54			10.00		52740	93675	"CAUGHT A STUMPO"	"AB"	40935.00	6449.71	"AB"
1519.00		3.00	"LOT"	"Low"		"NB-660"			1/14/2016 0:00:00	12/30/1899 11:37:00			10.80	10.60			3.80	4.40			5018.00	5718.00			24.00		8.88	9.27			81.20	67.20			77.30		5.62			10.00		28758	52732		"AB"	23974.00	3777.34	"AB"
1520.00		3.00	"LOT"	"Low"		"NB-1011"			1/14/2016 0:00:00	12/30/1899 11:07:00			10.10				7.30				9132.00				23.00		8.90				82.20				179.00		7.57		7.70	10.00		2084	28759	"TRK: SONTRAWL1"	"AB"	26675.00	4202.91	"AB"
1521.00		3.00	"LOT"	"Ebb"		"NB-283"			1/15/2016 0:00:00	12/30/1899 8:14:00			9.90	10.40			11.60	13.00			13826.00	15628.00			53.00		8.02	9.68			77.20	94.20			25.50		5.74		20.60	10.00		93730	119048		"AB"	25318.00	3989.10	"AB"
1522.00		3.00	"LOT"	"Ebb"		"NB-280"			1/15/2016 0:00:00	12/30/1899 8:46:00			10.20	10.30			13.20	13.30			15762.00	15864.00			55.00		9.59	8.25			92.20	79.30			22.00		5.95		23.00	10.00		119063	151878		"AB"	32815.00	5170.33	"AB"
1523.00		3.00	"LOT"	"Ebb"		"NB-240"			1/15/2016 0:00:00	12/30/1899 9:56:00			10.70	10.60			5.80	9.80			7507.00	2044.00			45.00		8.26	8.31			76.50	83.70			28.10		5.95		19.50	10.00		151881	191899		"AB"	40018.00	6305.23	"AB"
1524.00		3.00	"LOT"	"Flood"		"NB-273"			1/21/2016 0:00:00	12/30/1899 9:13:00			12.70				2.40				3866.00				19.00		8.89				84.00				98.20				5.10	10.00		389756	414149		"AB"	24393.00	3843.36	"AB"
1525.00		3.00	"LOT"	"Flood"		"NB-271"			1/21/2016 0:00:00	12/30/1899 9:36:00			12.80				4.90				6758.00				24.00		8.78				84.40				60.20				9.30	10.00		414143	441805		"AB"	27662.00	4358.42	"AB"
1526.00		3.00	"LOT"	"Flood"		"NB-289"			1/21/2016 0:00:00	12/30/1899 10:02:00			12.60				4.00				5507.00				21.00		8.71				88.90				78.20				11.00	10.00		442486	471252		"AB"	28766.00	4532.37	"AB"
1527.00		3.00	"LOT"	"Flood"		"NB-283"			1/21/2016 0:00:00	12/30/1899 11:45:00			12.80	12.70			6.90	7.00			9222.00	9316.00			38.00		8.34	8.13			80.70	80.20			41.90				14.20	10.00		542144	571318	"Probably not on bottom"	"AB"	29174.00	4596.65	"AB"
1528.00		4.00	"LOT"	"Ebb"		"NB-341"			1/26/2016 0:00:00	12/30/1899 9:23:00			11.60	11.60			5.20	5.30			6908.00	6948.00			30.00		9.12	9.27			85.30	86.60			26.80				11.50	10.00				"NO FLOWMETER"	"AB"			"AB"
1529.00		4.00	"LOT"	"Ebb"		"NB-343"			1/26/2016 0:00:00	12/30/1899 9:40:00			11.60				5.60				7361.00				20.00		8.67				80.80				84.00				13.60	9.00				"NO FLOWMETER"	"AB"			"AB"
1530.00		4.00	"LOT"	"Ebb"		"NB-361"			1/26/2016 0:00:00	12/30/1899 10:21:00			11.60	11.60			5.20	5.20			6088.00	6808.00			34.00		9.55	9.32			88.40	87.40			48.70				13.30	10.00				"NO FLOWMETER"	"AB"			"AB"
1531.00		4.00	"LOT"	"Ebb"		"NB-363"			1/26/2016 0:00:00	12/30/1899 10:40:00			11.70				5.40				7194.00				36.00		9.22				86.00				46.40				10.00	10.00				"NO FLOWMETER"	"AB"			"AB"
1532.00		4.00	"LOT"	"Flood"		"CHINA CAMP"			1/26/2016 0:00:00	12/30/1899 12:05:00			11.80				11.20				14023.00				56.00		9.37				90.80				30.30				6.40	10.00				"NO FLOWMETER"	"AB"			"AB"
1533.00		4.00	"LOT"	"Flood"		"NB-350"			1/26/2016 0:00:00	12/30/1899 14:22:00			11.70				4.80				6397.00				34.00		9.88				91.50				72.80				12.20	10.00				"NO FLOWMETER"	"AB"			"AB"
1534.00		4.00	"LOT"	"Low"		"NB-320"			1/26/2016 0:00:00	12/30/1899 14:49:00			11.80				3.70				4993.00				30.00		10.03				93.40				64.60				9.60	10.00				"NO FLOWMETER"	"AB"			"AB"
1535.00		4.00	"LOT"	"Flood"		"NB-930"			1/27/2016 0:00:00	12/30/1899 13:36:00			12.60	12.00			11.20	11.50			14259.00	14493.00			30.00		9.62	9.36			95.40	91.80			45.10				14.80	10.00		107543	141797	"TRK: NB930trl"	"AB"	34254.00	5397.06	"AB"
1536.00		4.00	"LOT"	"Flood"		"NB-850"			1/27/2016 0:00:00	12/30/1899 14:12:00			12.80				6.00				8106.00				33.00		8.95				85.00				60.40				8.60	10.00		141800	159866		"AB"	18066.00	2846.47	"AB"
1537.00		4.00	"LOT"	"High"		"NB-800"			1/27/2016 0:00:00	12/30/1899 14:44:00			13.30				2.50				3485.00				20.00		8.77				83.10				87.10				5.00	10.00		159870	182248	"TRK: NB800TRL"	"AB"	22378.00	3525.87	"AB"
1538.00		5.00	"LOT"	"Ebb"		"NB-1118"			2/2/2016 0:00:00	12/30/1899 11:01:00			10.80				8.80				11012.00				61.00		10.28				97.10				28.60					10.00		503612	526706		"AB"	23094.00	3638.69	"AB"
1539.00		5.00	"LOT"	"High"		"NB-1167"			2/2/2016 0:00:00	12/30/1899 8:00:00			10.90	12.50			9.80	21.50			12137.00	26010.00			70.00		10.30	9.06			101.00	96.10			13.90					10.00				"NO FLOWMETER"	"AB"			"AB"
1540.00		5.00	"LOT"	"Flood"		"NB-361"			2/3/2016 0:00:00	12/30/1899 7:39:00			11.20	11.40			9.50	10.20			11961.00	12858.00			36.00		9.64	9.61			92.50	92.30			36.10				18.00	10.00		527919	567440		"AB"	39521.00	6226.92	"AB"
1541.00		5.00	"LOT"	"Flood"		"NB-341"			2/3/2016 0:00:00	12/30/1899 9:15:00			10.70	11.40			7.80	10.10			9870.00	12645.00			37.00		9.95	9.60			94.20	92.00			42.00				17.00	10.00		640000	672741		"AB"	32741.00	5158.67	"AB"
1542.00		5.00	"LOT"	"Flood"		"NB-285"			2/3/2016 0:00:00	12/30/1899 9:53:00			10.20				4.70				6045.00				28.00		9.95				90.30				50.00				13.00	10.00		672735	694157		"AB"	21422.00	3375.25	"AB"
1543.00		5.00	"LOT"	"Ebb"		"NB-190"			2/3/2016 0:00:00	12/30/1899 13:23:00			11.30	11.30			0.30	0.30			429.10	435.40			51.00		10.30	9.85			94.40	88.50			20.60				16.30	10.00		791372	821725		"AB"	30353.00	4782.41	"AB"
1544.00		5.00	"LOT"	"Ebb"		"NB-210"			2/3/2016 0:00:00	12/30/1899 13:46:00			11.60	11.70			0.60	0.60			884.00	946.00			44.00		10.10	9.88			92.00	89.60			25.50					10.00		821720		"CAUGHT SNAG, NO CATCH"	"AB"			"AB"
1545.00		5.00	"LOT"	"Ebb"		"NB-980"			2/4/2016 0:00:00	12/30/1899 10:52:00			10.60				10.80				13232.00				44.00		9.48				88.00				69.90				9.60	10.00		153346	174014	"TRK: OT1GC"	"AB"	20668.00	3256.45	"AB"
1546.00		5.00	"LOT"	"Ebb"		"NB-1140"			2/4/2016 0:00:00	12/30/1899 11:31:00			11.00				12.60				15370.00				54.00		10.12				97.30				46.50				5.10	10.00		174014	200624	"TRK: OT2NB1140"	"AB"	26610.00	4192.67	"AB"
1547.00		5.00	"LOT"	"Ebb"		"NB-1010"			2/4/2016 0:00:00	12/30/1899 15:00:00			11.50				10.60				13293.00				30.00		9.44				90.60				98.70				11.70	10.00		200744	240902		"AB"	40158.00	6327.29	"AB"
1548.00		5.00	"LOT"	"Flood"		"NB-770"			2/5/2016 0:00:00	12/30/1899 7:50:00			10.70				2.40				3246.00				21.00		9.21				83.50				61.90				6.10	10.00		241538	276085		"AB"	34547.00	5443.22	"AB"
1549.00		5.00	"LOT"	"Flood"		"NB-780"			2/5/2016 0:00:00	12/30/1899 8:06:00			10.80				3.10				4192.00				35.00		8.97				81.30				47.90				5.20	10.00		276085	308554		"AB"	32469.00	5115.81	"AB"
1550.00		5.00	"LOT"	"Flood"		"NB-790"			2/5/2016 0:00:00	12/30/1899 8:24:00			10.20				3.30				4311.00				28.00		8.54				77.50				47.60				4.30	10.00		308554	341596		"AB"	33042.00	5206.09	"AB"
1551.00		5.00	"LOT"	"Flood"		"NB-860"			2/5/2016 0:00:00	12/30/1899 8:58:00			10.90	10.80			8.10	3.90			10171.00	5089.00			41.00		9.54	9.16			89.20	84.00			27.80				32.00	10.00		341600	367852		"AB"	26252.00	4136.26	"AB"
1552.00		5.00	"LOT"	"Flood"		"NB-900"			2/5/2016 0:00:00	12/30/1899 9:45:00			10.40	10.40			10.90	11.00			13214.00	13336.00			40.00		9.65	9.21			91.90	88.00			54.80				20.00	10.00		368050	372366		"AB"	4316.00	680.02	"AB"
1553.00		5.00	"LOT"	"Flood"		"NB-900"			2/5/2016 0:00:00	12/30/1899 10:01:00			10.40	10.50			11.00	11.00			13410.00	13450.00			45.00		10.01	9.21			95.00	88.80			32.10				20.00	10.00		372364	396901		"AB"	24537.00	3866.04	"AB"
1554.00		5.00	"LOT"	"High"		"NB-1001"			2/5/2016 0:00:00	12/30/1899 10:34:00			10.80				11.90				14529.00				59.00		10.34				98.60				14.40					10.00		396899	427958		"AB"	31059.00	4893.65	"AB"
1555.00		5.00	"LOT"	"Ebb"		"NB-792"			2/5/2016 0:00:00	12/30/1899 12:15:00			11.30				3.70				5020.00				32.00		7.81				72.10				75.10				6.00	10.00		427961	447789		"AB"	19828.00	3124.09	"AB"
1556.00		5.00	"LOT"	"High"		"NB-530"			2/6/2016 0:00:00	12/30/1899 11:15:00			12.40				1.20				10720.00				17.00		9.58				88.40				98.30		7.37		6.90	10.00		447887	476195	"NO FISH"	"AB"	28308.00	4460.20	"AB"
1557.00		5.00	"LOT"	"High"		"NB-540"			2/6/2016 0:00:00	12/30/1899 11:59:00			12.60				2.60				3645.00				26.00		9.38				86.90				53.30		7.14		9.40	10.00		498591	519496		"AB"	20905.00	3293.79	"AB"
1558.00		5.00	"LOT"	"Ebb"		"NB-580"			2/6/2016 0:00:00	12/30/1899 12:35:00			11.90				1.50				2186.00				27.00		10.03				99.40				65.20		7.06			10.00		519498	530482		"AB"	10984.00	1730.63	"AB"
1559.00		5.00	"LOT"	"Ebb"		"NB-640"			2/6/2016 0:00:00	12/30/1899 13:12:00			11.60				2.20				3145.00				27.00		10.40				95.00				94.20		7.16			10.00		530482	566860		"AB"	36378.00	5731.71	"AB"
1560.00			"LOT"	"Ebb"		"NB-1067"			2/15/2016 0:00:00	12/30/1899 10:30:00			14.50				14.72				24166.00				58.00		9.16				98.60				19.70		7.85		5.30	10.00		713017	737318		"AB"	24301.00	3828.86	"AB"
1561.00			"LOT"	"Ebb"	2.40	"NB-1082"			2/15/2016 0:00:00	12/30/1899 10:31:00			14.36				14.92				19494.00				65.00		9.10				97.40				24.80		7.95		5.90	10.00		737328	763970		"AB"	26642.00	4197.71	"AB"
1562.00			"LOT"	"Ebb"	1.90	"NB-1101"			2/15/2016 0:00:00	12/30/1899 11:20:00			14.33				14.71				19242.00				72.00		9.06				97.10				13.00		7.77		5.40	10.00		763977	789784		"AB"	25807.00	4066.15	"AB"
1563.00			"LOT"	"Ebb"	1.20	"NB-350"			2/15/2016 0:00:00	12/30/1899 12:10:00			14.14				8.96				12126.00				43.00		9.03				92.90				38.10		7.81		9.80	10.00		789795	829349		"AB"	39554.00	6232.12	"AB"
1564.00			"LOT"	"Flood"		"NB-283"			2/19/2016 0:00:00	12/30/1899 8:24:00			13.79	13.79			8.29	8.37			11183.00	11287.00			45.00		8.62	8.77			87.60	88.80			52.00		7.85	7.87		10.00		829349	859953		"AB"	30604.00	4821.96	"AB"
1565.00			"LOT"	"Flood"		"NB-273"			2/19/2016 0:00:00	12/30/1899 8:55:00			14.00				7.61				10377.00				31.00		9.30				94.10				52.70		7.80		5.60	10.00		859995	881389		"AB"	21394.00	3370.83	"AB"
1566.00			"LOT"	"High"		"NB-252"			2/19/2016 0:00:00	12/30/1899 9:44:00			13.97				8.45				11444.00				31.00		9.40				96.30				69.70		7.94		7.70	10.00		881402	910666		"AB"	29264.00	4610.83	"AB"
1567.00			"LOT"	"Ebb"		"NB-170"			2/19/2016 0:00:00	12/30/1899 11:55:00			14.39	14.40			3.25	3.60			4747.00	5237.00			40.00		8.96	8.91			89.00	88.60			22.80		7.71		7.00	10.00		910665	931763	"SNAGS AND TORE NET"	"AB"	21098.00	3324.20	"AB"
1568.00			"LOT"	"Ebb"		"NB-210"			2/19/2016 0:00:00	12/30/1899 12:39:00			14.10	14.05			8.23	8.57			11183.00	11624.00			39.00		8.70	8.77			89.00	90.10			29.70		7.78	7.78	21.90	10.00		931763	957314		"AB"	25551.00	4025.81	"AB"
1569.00			"LOT"	"Flood"	3.50	"NB-600"			3/8/2016 0:00:00	12/30/1899 9:23:00			11.70	11.70	11.90	11.90	0.34	0.30	0.36	0.38	478.00	457.00	550.00	572.00	27.00	26.00	8.56	7.96	10.64	8.90	81.00	73.40	102.30	83.10	84.70	85.10	7.70	7.56	11.00	10.00	2543.00	437626	476436	"NO FISH"	"AB"	38810.00	6114.90	"AB"
1570.00			"LOT"	"Flood"	4.00	"NB-620"			3/8/2016 0:00:00	12/30/1899 9:53:00			12.01	12.01	12.12	12.05	0.40	0.43	0.32	0.32	610.00	657.00	499.00	499.00	28.00	22.00	10.07	8.85	9.04	8.52	95.20	82.50	85.10	79.40	88.10	108.00	7.45	7.35	12.30	10.00	1803.00	476437	515305		"AB"	38868.00	6124.04	"AB"
1571.00			"LOT"	"Flood"	4.60	"NB-640"			3/8/2016 0:00:00	12/30/1899 10:18:00			12.33	12.29	12.22	12.14	0.36	0.37	0.77	0.82	560.00	570.00	1153.00	1206.00	26.00	21.00	10.72	8.80	10.18	8.66	103.20	83.20	91.70	80.60	110.00	148.00	7.50	7.42	13.00	10.00	2228.00	515322	550965	"NO FISH"	"AB"	35643.00	5615.91	"AB"
1572.00			"LOT"	"Flood"	4.80	"NB-660"			3/8/2016 0:00:00	12/30/1899 10:41:00			11.97	11.81	12.40	11.65	0.75	0.76	1.45	2.10	1116.00	1120.00	2163.00	2932.00	14.00	15.00	10.72	9.34	10.54	9.57	103.10	87.10	101.40	89.30	245.00	253.00	7.50	7.60	13.40	10.00	1985.00	550968	587862		"AB"	36894.00	5813.01	"AB"
