ID	OldRecord.	Survey	Method	TideText	TideHeight	Polygon/Station	Date	Time	Replicate	Rep/Month	BegSurfTemp	BegBotTemp	EndSurfTemp	EndBotTemp	BegSurfSalin	BegBotSalin	EndSurfSalin	EndBotSalin	BegSurfCond	BegBotCond	EndSurfCond	EndBotCond	BegSecchi	EndSecchi	BegSurfDO(mg/L)	BegBotDO(mg/L)	EndSurfDO(mg/L)	EndBotDO(mg/L)	BegSurfDO%	BegBotDO%	EndSurfDO%	EndBotDO%	BegNTU	EndNTU	BegPH	EndPH	Depth	TowDuration	TowDistance	Flowmeter Start	Flowmeter Stop	Comments	DataEntry	FlowMeterDifference	SampledVolume	AMESHA	AMPHIPOD	AMPHPD	ARRGOB	ASIMUS	BARSUR	BATRAY	BAYGOB	BAYPIP	BLUEGI	BONSCU	BROROC	BROSMO	CALHAL	CALLIA	CALTON	CANTEN	CGRACI	CHAGOB	CHEGOB	CHISAL	CJORDA	CMAENA	CMAGIS	CORBIC	CORBUL	CPRODU	CRANFR	CRANNC	CRANNM	CRANSP	DECORC	DIATUR	DWAPER	ENGSOL	EXOPAL	HEMIGR	HEPTSTI	HETERO	HOREGO	IOBSOL	ISOPOD	JACKSM	JELLYF	LAMSPP	LEOSHA	LONMUD	LONSME	LSTYLI	MACOMA	MCALIF	MISSIL	MSENHO	MUSBLE	MUSCUL	MUSSEN	MYSID	MYSIDR	MYTILS	NO CATCH	NORANC	NUDIBR	OLURID	PACHER	PACLAM	PACMAC	PACSAN	PACSSC	PALAEM	PHILIN	PILEWR	PILPER	PLAMID	POLYCH	PPRODU	PRISCU	RAIKIL	RHARRI	RIDGEM	RUBSEA	SACSUC	SADGUN	SANSOL	SANSPP	SHIGOB	SHIPER	SHOGOB	SHOGUI	SHOSNA	SNAILS	SPESAN	SPLITT	SPONGE	STAFLO	STRBAS	STRMUL	TAPJAP	THRSHA	THRSTI	TOPSME	TULPER	TUNICA	UCINER	UNID Clam	UNID CRAB	UNID GOBY	UNID LARVAL	UNID NUD	WALSUR	WESMOS	WHICRO	WHISEA	WHISTU	YELGOB	YELSEE
1262		2	20mm	Ebbing	5.3	NB-1169	3/15/2016	12/30/1899 8:13:00		1	13.13	13.91	13.15	13.92	3.47	9.66	3.55	12.39	4895	12927	5004	16271	36	50	11.64	9.88	11.37	9.65	113.2	101.5	110.6	100.9	36.5	32.8	8.05	8.02	9.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	4			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			6	
1263		2	20mm	Ebbing		NB-1184	3/15/2016	12/30/1899 8:40:00		1	13.89	13.19	13.17	13.89	13.67	3.1	2.89	13.43	17798	4413	4120	17513	50	38	9.48	10.12	11.03	9.56	99.9	98.3	106.9	100.6	38.3	41.7	8.01	8.07	10.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	3			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			3	
1264		2	20mm	Ebbing		NB-1145	3/15/2016	12/30/1899 9:15:00		1	12.99	13.83	12.96	13.83	2.83	18.01	2.81	16.91	4032	22892	3992	21607	30	36	11.23	9.38	11.31	9.33	108.4	101.4	109.1	100.1	46.7	46.5	8.12	8.06	16	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1265		2	20mm	Ebbing	-	NB-1125	3/15/2016	12/30/1899 9:40:00		1	13	13.61	13.2	13.51	3.59	9.87	4.27	9.02	5027	13096	5947	12025	45	40	10.48	10.24	10.47	10.02	101.7	104.7	102.5	101.7	29.5	24.7	8.14	8.02	9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			4			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			6	
1266		2	20mm	Ebbing		NB-1092	3/15/2016	12/30/1899 10:15:00		1	13.04	NA	13.06	NA	10.02	NA	9.97	NA	13103	NA	13045	NA	35	41	10.25	NA	10.98	NA	103.7	NA	111.1	NA	32.4	37.6	8.07	8.05	5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	50			4			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1267		2	20mm	Ebbing		NB-1062	3/15/2016	12/30/1899 10:45:00		1	12.93	NA	13.2	NA	8.37	NA	8.98	NA	11068	NA	11886	NA	56	44	11.09	NA	11.13	NA	110.7	NA	112.2	NA	33.6	48	8.07	8.05	5	10											NA			NA		NA					NA		NA				NA																							1				NA	NA				NA								NA	25			8			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1268		2		Ebbing		NB-1064	3/15/2016	12/30/1899 11:09:00		1	13.22	NA	13.33	NA	8.38	NA	8.15	NA	11149	NA	10899	NA	41	32	11.07	NA	11.57	NA	111.2	NA	116.4	NA	39.9	42.3	8.02	8	4.5	10																																																																																																																										
1269		2	20mm	Ebbing		NB-1081	3/15/2016	12/30/1899 11:40:00		1	13.51	NA	13.86	NA	7.69	NA	7.36	NA	10366	NA	10046	NA	31	42	10.88	NA	10.76	NA	109.5	NA	108.9	NA	36.3	35.4	7.97	8.01	5	10											NA			NA		NA					NA		NA				NA																							2				NA	NA				NA								NA	25			9			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1270		2	20mm	Ebbing		NB-1098	3/15/2016	12/30/1899 12:02:00		1	13.75	NA	13.71	NA	6.29	NA	5.84	NA	8654	NA	8073	NA	47	35	11.57	NA	10.32	NA	116.1	NA	103.1	NA	30.3	30.3	8.04	7.97	7	13											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1271		2	20mm	Ebbing		NB-1084	3/15/2016	12/30/1899 12:30:00		1	14.46	NA	14.12	NA	7.29	NA	7.08	NA	10097	NA	9749	NA	31	32	11.53	NA	10.87	NA	118.2	NA	110.5	NA	37.9	28.3	7.98	8.07	4	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	8			18			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1272		2	20mm	Ebbing		NB-1117	3/15/2016	12/30/1899 12:54:00		1	13.88	NA	14.1	NA	6.88	NA	5.11	NA	9442	NA	7189	NA	45	41	10.87	NA	11.54	NA	109.7	NA	115.8	NA	28.3	37	8.02	8.04	5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	18			7			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1273		2	20mm	Flooding		NB-363	3/16/2016	12/30/1899 8:12:00		1	13.2	13.21	13.21	13.26	3.34	3.42	3.92	4.67	4731	4837	5500	6475	20	NA	10.35	9.88	10.38	9.84	100.7	96.2	101.4	96.7	105	55.6	7.79	7.85	19	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1276		2	20mm	Ebbing		NB-283	3/16/2016	12/30/1899 10:12:00		1	14.02	13.66	13.85	13.78	0.92	1.04	0.95	0.96	1419	1587	1459	1480	10	25	11.41	9.77	10.74	9.71	111.4	94.7	104.4	94.4	103	143	7.86	7.82	12	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			3			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1277		2	20mm	Ebbing		NB-285	3/16/2016	12/30/1899 10:40:00		1	13.98	NA	14.09	NA	0.88	NA	0.88	NA	1358	NA	1371	NA	18	16	9.79	NA	10.35	NA	95.4	NA	101.1	NA	129	131	7.68	7.67	9.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1278		2	20mm	Ebbing		NB-271	3/16/2016	12/30/1899 11:15:00		1	13.91	NA	13.89	NA	0.7	NA	0.66	NA	1090	NA	1030	NA	17	16	10.79	NA	10.29	NA	104.9	NA	99.9	NA	140	93.2	7.67	7.64	8.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1279		2		Ebbing		NB-252	3/16/2016	12/30/1899 11:55:00		1	13.93	NA	14.13	NA	0.28	NA	0.28	NA	451	NA	457	NA	11	25	10.77	NA	10.99	NA	104.6	NA	107.1	NA	68	65.7	7.79	7.79	10.8	10																																																																																																																										
1280		2	20mm	Ebbing		NB-240	3/16/2016	12/30/1899 12:13:00		1	13.53	13.39	13.5	13.5	0.15	0.14	0.14	0.14	243	235	231	227	29	38	10.7	10.12	10.15	10.08	102.9	97	97.4	96.8	67.4	54.2	7.07	7.74	19.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1281		2		Ebbing		NB-200	3/16/2016	12/30/1899 12:44:00		1	13.85	13.84	13.89	13.78	0.14	0.14	0.14	0.14	234	237	229	226	1	32	11.14	10.17	10.76	10.11	107.8	98.4	104.3	97.7	44	37	7.73	7.73	18.7	10																																																																																																																										
1282		2	20mm	Flooding		NB-860	3/17/2016	12/30/1899 7:50:00		1	14.42	15.29	15.13	15.71	2.31	3.03	2.95	3.34	3442	4543	4403	5023	21	22	9.78	8.39	8.57	8.65	97.1	85.3	86.8	88.8	69	63.4	7.89	7.61	36.1	10											NA			NA		NA					NA		NA				NA																							NA				1	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	1					NA		NA	NA				NA	NA									NA		NA			1	
1285		2	20mm	Ebbing		NB-1122	3/17/2016	12/30/1899 9:48:00		1	14.56	NA	14.49	NA	6.3	NA	6.02	NA	8839	NA	8458	NA	63	60	10.01	NA	10.33	NA	102.2	NA	105.1	NA	13.3	12.9	7.98	7.98	5.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1286		2	20mm	Ebbing		NB-1001	3/17/2016	12/30/1899 10:25:00		1	15.86	15.14	16.06	15.79	6.83	8.53	7.51	7.76	9819	11871	10771	11032	31	45	10.09	9.1	9.27	9.34	106.3	95.4	98.4	98.8	57.6	139	7.86	7.84	5.4	10											NA			NA		NA					NA		NA				NA																							2				NA	NA				NA								NA	11			7			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			4	
1287		2	20mm	Ebbing		NB-840	3/17/2016	12/30/1899 11:02:00		1	14.96	14.53	14.74	14.33	1.32	1.88	1.07	1.43	2061	2835	1676	2185	20	24	9.56	8.22	10.4	8.64	95.5	81.7	103.3	85.1	95.6	92.8	7.73	7.66	20	10											NA			NA		NA					NA		NA				NA																							2				NA	NA				NA								NA	2			NA			NA	NA					NA			NA	1				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1288		2	20mm	Ebbing		NB-800	3/17/2016	12/30/1899 11:40:00		1	14.29	14.14	14.3	14.27	0.53	0.55	0.45	0.45	849	866	728	728	17	30	9.8	8.51	10.16	8.81	96	83.1	99.5	86.2	109	120	7.69	7.78	13	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1289		2	20mm	Ebbing		NB-770	3/17/2016	12/30/1899 12:11:00		1	14.58	14.5	14.87	NA	0.4	0.4	0.39	NA	644	643	644	NA	12	25	10.27	8.82	9.76	NA	101.2	86.7	96.7	NA	107	96.8	7.74	7.74	14	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1290		2	20mm	Flooding		NB-630	3/18/2016	12/30/1899 7:30:00		1	15.52	15.53	15.49	15.54	0.56	0.56	0.57	0.56	917	922	932	924	40	38	10.88	9.23	10.81	9.34	109.5	92.9	108.7	94	32.5	29.7	7.58	7.44	10.1	11											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				2				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1291		2	20mm	Flooding		NB-660	3/18/2016	12/30/1899 8:00:00		1	15.81	15.83	16.35	16.34	1.01	1.01	1.51	1.5	1629	1629	2409	2388	39	23	10.53	9	10.33	9.09	106.9	91.4	106.3	93.6	56.6	84.8	7.45	7.46	13.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			8			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			3	
1292		2	20mm	Flooding		NB-1013	3/18/2016	12/30/1899 8:30:00		1	17	16.75	16.53	NA	5.23	6.96	7.53	NA	7861	10198	10921	NA	17	28	9.47	9.4	10.16	NA	101.1	100.9	108.9	NA	119	58.4	7.66	8.01	10.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	26			30			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1293		2	20mm	Flooding		NB-610	3/18/2016	12/30/1899 9:05:00		1	15.49	15.49	15.5	15.51	0.61	0.61	0.6	0.6	1001	990	980	981	46	42	10.15	9.11	9.98	9	102.1	91.6	100.4	90.6	40.8	31.2	7.58	7.3	13	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			1			NA	NA					NA			NA	NA				1				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1294		2	20mm	Flooding		NB-590	3/18/2016	12/30/1899 9:37:00		1	15.4	15.44	15.48	NA	0.56	0.57	0.58	NA	919	931	947	NA	39	46	10.87	9.19	10.36	NA	109.1	92.3	104.1	NA	37.3	33.2	7.32	7.32	17	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1295		2	20mm	Flooding		NB-570	3/18/2016	12/30/1899 10:00:00		1	15.71	15.71	15.74	15.72	0.74	0.74	0.47	0.5	1208	1211	774	822	35	32	10.91	10.91	10.16	8.51	110.3	110.3	102.7	86	46.7	57.2	7.48	7.57	10	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			9			NA	NA					NA			NA	1				NA				NA	NA	1					NA		NA	NA				NA	NA									NA		NA			NA	
1296		2	20mm	Flooding		NB-550	3/18/2016	12/30/1899 10:25:00		1	15.96	NA	15.86	15.81	0.3	NA	0.35	0.38	516	NA	596	630	36	30	10.5	NA	9.9	8.74	106.5	NA	100.2	88.4	49.4	43	7.58	7.61	9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1298		2	20mm	Ebbing		NB-530	3/18/2016	12/30/1899 11:07:00		1	16.04	NA	16.61	NA	0.31	NA	0.35	NA	532	NA	597	NA	40	33	10.82	NA	9.74	NA	109.9	NA	100.1	NA	40.5	43.6	7.67	7.64	9	12											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1299		2	20mm	Ebbing		NB-289	3/18/2016	12/30/1899 11:40:00		1	15.63	15.54	15.57	15.58	0.63	0.66	0.61	0.6	1038	1075	995	981	49	NA	10.28	10.31	10.15	9.59	103.7	103.9	102.3	96.7	28.4	32.1	7.55	7.34	11	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1300		3	20mm	Ebbing		NB-1086	3/29/2016	12/30/1899 7:41:00		1	13.6	NA	14.5	NA	7.5	NA	9	NA	9967	NA	12212	NA	43	36	11.02	NA	10.8	NA	111.1	NA	112.9	NA	37.5	38.6	NA	7.89	5.5	10											NA			NA		NA					NA		NA				NA																							2				NA	NA				NA								NA	47			25			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1301		3	20mm	Ebbing		NB-1070	3/29/2016	12/30/1899 8:04:00		1	14.3	NA	14.3	NA	8.2	NA	9	NA	11407	NA	12164	NA	40	32	10.86	NA	10.75	NA	112.3	NA	109.1	NA	36.4	35.6	8.1	8	4.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	48			12			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1302		3	20mm	Ebbing		NB-1055	3/29/2016	12/30/1899 8:37:00		1	14	NA	14	NA	9.5	NA	9.4	NA	12718	NA	12645	NA	50	49	10.89	NA	10.81	NA	112.1	NA	111.4	NA	34	43.5	7.93	NA	5	10											NA			NA		NA					NA		NA				NA																							1				NA	NA				NA								NA	13			18			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			5	
1303		3	20mm	Ebbing		NB-1066	3/29/2016	12/30/1899 9:09:00		1	13.9	NA	13.8	NA	10	NA	10	NA	13370	NA	13371	NA	45	55	11.02	NA	11.29	NA	113.6	NA	116.5	NA	32.1	26.1	7.96	7.94	5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	9			9			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1304		3	20mm	Ebbing		NB-1064	3/29/2016	12/30/1899 9:31:00		1	14	NA	13.9	NA	10.4	NA	10.5	NA	13902	NA	13918	NA	49	64	10.99	NA	11.09	NA	113.9	NA	115.2	NA	24.3	21.9	7.96	7.98	4.8	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	24			5			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1305		3	20mm	Ebbing		NB-1077	3/29/2016	12/30/1899 9:55:00		1	13	NA	13.5	NA	11.3	NA	11	NA	14907	NA	14464	NA	65	58	11.32	NA	10.68	NA	119.4	NA	110.5	NA	16.8	23.1	7.96	7.92	5.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	5			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1306		3	20mm	Ebbing		NB-1109	3/29/2016	12/30/1899 10:22:00		1	13.9	NA	13.9	NA	12.5	NA	12.5	NA	16400	NA	16368	NA	49	67	10.4	NA	10.3	NA	108.8	NA	108.4	NA	16.1	12.8	7.88	7.7	6.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	5			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1307		3	20mm	Ebbing		NB-1157	3/29/2016	12/30/1899 10:48:00		1	14.2	NA	14.4	NA	12.3	NA	12.6	NA	16397	NA	16659	NA	75	88	10.22	NA	10.48	NA	108.4	NA	110.9	NA	9.73	10.1	7.89	7.81	6.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	4			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1308		3	20mm	Ebbing		NB-1195	3/29/2016	12/30/1899 11:19:00		1	14.7	NA	14.8	NA	7	NA	7.1	NA	9772	NA	9961	NA	53	53	11.35	NA	10.95	NA	117.2	NA	113.3	NA	23.9	30.5	7.87	NA	5.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	20			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1309		3	20mm	Ebbing		NB-1187	3/29/2016	12/30/1899 11:48:00		1	15	NA	15.4	NA	6	NA	8.8	NA	8615	NA	12207	NA	45	38	10.9	NA	10.84	NA	112.7	NA	115.4	NA	34.6	23.2	7.82	NA	5.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1310		3	20mm	Flooding		NB-361	3/30/2016	12/30/1899 7:55:00		2	14.5	14.3	13.9	13.8	6.6	9.9	7.1	8	8997	13357	4876	10768	57	55	9.92	8.28	9.82	8.33	90.2	85.1	90.98	85.5	27.2	34.4	7.87	7.82	14	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1311		3	20mm	Ebbing		NB-361	3/30/2016	12/30/1899 7:30:00		1	14	14	13.8	13.5	6.9	NA	5.6	5.6	9797	9860	7557	7770	44	47	14.43	9.93	10.36	9.02	101.5	100.1	102.9	96.1	36	38.4	NA	7.84	14	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1313		3	20mm	Ebbing		NB-341	3/30/2016	12/30/1899 9:15:00		1	13.7	13.7	13.7	13.6	3.8	3.8	3.8	3.7	5390	5386	5456	5271	35	32	10.38	9.27	10.84	9.64	102.1	89.1	107	89.8	64.1	68	7.8	NA	16	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1314		3	20mm	Ebbing	-	NB-252	3/30/2016	12/30/1899 10:25:00		1	14.6	14.8	14.9	14.6	1.4	1.2	1.4	1.3	2160	1829	2118	1996	35	39	9.93	9.74	10.09	9.74	95.5	95.2	100.6	97.2	75.4	31.9	NA	NA	11.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	3				NA								NA	NA			73			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1315		3	20mm	Ebbing		NB-230	3/30/2016	12/30/1899 11:01:00		1	15.5	15.3	15.3	15	0.4	0.4	0.4	0.4	629	593	610	533	55	50	9.56	9.85	7.46	8.45	94.6	97.9	74	84.8	18.1	19.8	NA	NA	16.1	11											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1316		3	20mm	Ebbing		NB-170	3/30/2016	12/30/1899 11:35:00		1	14.8	14.8	14.5	14.4	0.2	0.2	0.2	0.2	340.2	343	340.4	338.3	110	108	11.68	11.49	10.38	10.18	115	113.1	104.2	103.4	9.57	15.3	NA	NA	12.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1317		3	20mm	Ebbing		NB-150	3/30/2016	12/30/1899 12:00:00		1	14.3	14.3	14.3	14.2	0.2	0.2	0.2	0.2	315	307.2	307.2	336.1	109	145	11.5	11.62	11.62	10.32	112	113.4	112	102.8	8.23	NA	NA	NA	16.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1318		3	20mm	Ebbing		NB-130	3/30/2016	12/30/1899 12:32:00		1	13.9	NA	14.1	NA	0.2	NA	0.2	NA	298.7	NA	299	NA	148	140	11.29	NA	11.54	NA	110	NA	111.7	NA	7.77	6.24	NA	NA	6.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1319		3	20mm	High		NB-710	3/31/2016	12/30/1899 7:32:00		1	16.8	NA	16.4	NA	0.6	NA	0.7	NA	1058	NA	1216	NA	52	45	8.49	NA	8.68	NA	84.7	NA	89.2	NA	24.2	27.1	7.91	7.98	9.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1320		3	20mm	High		NB-750	3/31/2016	12/30/1899 8:08:00		1	15.4	15.2	15.2	15.4	1	1	1	1.1	1565	1562	1646	1807	30	27	9.6	8.6	8.38	8.61	95.7	87	83.8	87.3	40.4	41.9	7.03	7.08	14.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			5	
1321		3	20mm	Ebbing		NB-1005	3/31/2016	12/30/1899 9:07:00		1	16.8	15.8	16.9	15.7	9.2	11.4	8.9	11.5	13304	15702	12880	15882	63	65	10.77	10.32	13.2	10.62	116.8	112.9	142.3	113.8	16.1	17.7	7.4	7.34	12	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1322		3	20mm	Ebbing		NB-930	3/31/2016	12/30/1899 9:33:00		1	16.5	16.9	16.7	16.8	7.1	9.5	7.1	8.8	10278	13656	10363	12653	71	54	11.17	9.7	12.28	10.81	119.1	105.7	131.1	118.3	17.7	29	7.34	7.34	14.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			3	
1323		3	20mm	Ebbing		NB-920	3/31/2016	12/30/1899 9:58:00		1	15.9	17	16.2	17	5.4	9.3	5.9	8.2	7911	13386	8717	11930	67	42	10.21	9.9	11.05	11.88	110	108.1	115.9	134	20.5	20	7.2	7.18	17.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		1			2	
1325		3	20mm	Ebbing		NB-860	3/31/2016	12/30/1899 10:53:00		1	15.8	15.6	16	15.6	2.9	4.5	2.9	3.7	4384	6618	4457	5499	49	45	10.1	8.83	9.28	8.65	103.7	94	94.8	90	30.9	33.6	7.02	7.02	15.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			25			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1326		3	20mm	Ebbing		NB-830	3/31/2016	12/30/1899 11:16:00		1	15.6	15.6	15.9	15.5	2.2	3.6	2.1	3.7	3387	5356	3288	5123	41	40	9.44	8.16	9.79	8.72	95.5	84.2	100.5	89.8	35.1	36.5	7.06	6.71	14.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			21			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			18	
