"ID"	"Date"	"Time"	"Replicate"	"TowDuration"	"Depth"	"Polygon.Station"	"Survey"	"TideText"	"TideHeight"	"BegSurfTemp"	"BegSurfCond"	"BegSurfSalin"	"BegSurfDO%"	"BegSurfDO(mg/L)"	"BegBotTemp"	"BegBotCond"	"BegBotSalin"	"BegBotDO%"	"BegBotDO(mg/L)"	"EndSurfTemp"	"EndSurfCond"	"EndSurfSalin"	"EndSurfDO%"	"EndSurfDO(mg/L)"	"EndBotTemp"	"EndBotCond"	"EndBotSalin"	"EndBotDO%"	"EndBotDO(mg/L)"	"BegSecchi"	"EndSecchi"	"BegNTU"	"EndNTU"	"BegPH"	"EndPH"	"Comments"	"Method"	"ARRGOB"	"BATRAY"	"BAYPIP"	"CALHAL"	"CALTON"	"CHEGOB"	"JACKSM"	"LONMUD"	"LONSME"	"MISSIL"	"NO CATCH"	"NORANC"	"PACHER"	"PACSAN"	"PACSSC"	"PLAMID"	"PRISCU"	"RAIKIL"	"SACSUC"	"SHIGOB"	"SHIPER"	"SHOGOB"	"SPLITT"	"STAFLO"	"STRBAS"	"THRSHA"	"THRSTI"	"TOPSME"	"UNID LARVAL"	"WALSUR"	"WHICRO"	"YELGOB"
"116"	192	"2/22/2015 0:00:00"	"12/30/1899 9:49:00"	1	10	4.45	"SB-410"	"4"	""	""	19.3	10870	7	99.5	8.8	NA	NA	NA	NA	NA	19.2	10573	6.8	92	8.2	NA	NA	NA	NA	NA	44	NA	NA	NA	NA	NA	"Water Quality taken in midwater"	"SLS"	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6576
"117"	193	"2/22/2015 0:00:00"	"12/30/1899 10:40:00"	1	10	5.95	"SB-420"	"4"	"Flooding"	"1.27"	19.3	10647	6.9	97	8.6	NA	NA	NA	NA	NA	19.2	10670	8.3	91	8.1	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14368
"118"	194	"2/22/2015 0:00:00"	"12/30/1899 11:35:00"	1	10	5.8	"SB-100"	"4"	"Flooding"	"2.5"	15.7	10419	7.3	67.4	6.4	NA	NA	NA	NA	NA	15.9	12221	8.6	64	6	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	255.82	0	0	0	0	8	0	0	0	127.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559.61
"119"	197	"2/22/2015 0:00:00"	"12/30/1899 13:39:00"	1	10	5.95	"SB-720"	"4"	"Flooding"	"5.4"	17.1	18618	13.3	77	6.9	NA	NA	NA	NA	NA	16.8	20335	14.7	73	6.4	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	"Windy"	"SLS"	0	0	0	0	0	0	32	215.85	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816
"120"	200	"3/23/2015 0:00:00"	"12/30/1899 13:43:00"	1	10	7.5	"NB-250"	"6"	"Flooding"	""	18.1	15083	10.3	89.9	7.95	NA	NA	NA	NA	NA	18.2	16667	11.4	94.6	8.33	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
"121"	201	"3/23/2015 0:00:00"	"12/30/1899 12:57:00"	1	10	15	"NB-210"	"6"	"Flooding"	""	18.1	14043	9.5	87.5	7.76	17.8	14453	9.9	84.1	7.52	17.9	16697	11.5	92.2	8.18	17.8	16692	11.6	90	8.05	46	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"122"	202	"3/23/2015 0:00:00"	"12/30/1899 12:12:00"	1	10	9	"NB-190"	"6"	""	""	18.2	11859	7.9	86.3	7.76	NA	NA	NA	NA	NA	18.1	13385	9	91.3	8.16	17.8	14207	9.7	84.7	7.61	48	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"123"	203	"3/23/2015 0:00:00"	"12/30/1899 11:21:00"	1	10	10	"NB-180"	"6"	"Ebbing"	""	18.1	9796	6.5	90.2	8.3	17.8	11228	7.5	84.51	7.69	18.1	10991	7.3	90.9	8.16	17.9	11477	7.7	86.4	7.78	37	NA	NA	NA	NA	NA	"SLS: From time 5:30 - 6:30 pulled sled at surface at higher speed over pipe."	"SLS"	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
"124"	204	"3/23/2015 0:00:00"	"12/30/1899 10:22:00"	1	10	13	"NB-170"	"6"	"Ebbing"	""	17.9	7866	5.1	87.7	8.05	18.1	8612	5.6	85	7.76	18.1	8398	5.5	87	5.5	18.1	8531	5.6	85.5	5.6	38	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
"125"	205	"3/23/2015 0:00:00"	"12/30/1899 9:33:00"	1	10	15	"NB-140"	"6"	"Flooding"	""	17.8	6792	4.4	90.9	8.35	18.2	8485	5.7	84.9	7.72	18	7846	5.1	91.7	8.36	18.1	8458	5.5	88.3	8.07	27	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
"126"	206	"3/23/2015 0:00:00"	"12/30/1899 8:47:00"	1	10	12	"NB-120"	"6"	"Flooding"	""	17.6	4697	2.9	90	8.44	18.1	6801	4.3	88.1	8.07	17.7	5351	3.4	89	8.3	18.1	7383	4.7	87.6	8.02	29	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"127"	207	"3/23/2015 0:00:00"	"12/30/1899 7:59:00"	1	10	14	"NB-100"	"6"	"Flooding"	""	17.4	3556	2.2	98.4	9.38	NA	NA	NA	NA	NA	17.9	4339	2.7	93.5	8.81	18.2	7246	4.7	86.5	7.9	38	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"128"	208	"3/25/2015 0:00:00"	"12/30/1899 8:57:00"	1	10	7	"NB-520"	"6"	"Ebbing"	""	16	8210	5.6	70.8	6.72	NA	NA	NA	NA	NA	16	8109	5.5	63.5	6.01	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	"Lat/Lon 38 13.557', 122 25.215'"	"SLS"	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25
"129"	209	"3/25/2015 0:00:00"	"12/30/1899 7:52:00"	1	10	NA	"NB-510"	"6"	"Ebbing"	""	16.3	8338	5.6	59.5	5.68	NA	NA	NA	NA	NA	16.1	8334	5.9	59.8	5.66	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
"130"	210	"3/25/2015 0:00:00"	"12/30/1899 9:54:00"	1	10	6.5	"NB-550"	"6"	"Ebbing"	""	16.7	11907	8.7	83.8	7.75	NA	NA	NA	NA	NA	16.7	8797	6	84.2	7.87	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	"38 12.656', 122 24.797' "	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"131"	211	"3/25/2015 0:00:00"	"12/30/1899 10:52:00"	1	10	7.2	"NB-560"	"6"	"Ebbing"	""	16.9	12800	8.9	88.6	8.11	NA	NA	NA	NA	NA	16.9	11352	7.7	86.7	7.95	NA	NA	NA	NA	NA	37	NA	NA	NA	NA	NA	"Start: N38 12.301' , W122 24.098' ; End: N38 12.450' , W122 24.466'"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
"132"	212	"3/24/2015 0:00:00"	"12/30/1899 7:55:00"	1	10	10	"NB-720"	"6"	""	""	17.9	9141	6	76.8	7.04	17.9	9335	6.1	78.2	7.14	17.7	9364	6.2	78.8	7.22	NA	NA	NA	NA	NA	44	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
"133"	213	"3/24/2015 0:00:00"	"12/30/1899 10:25:00"	1	10	9.5	"NB-750"	"6"	""	""	16.8	12477	8.6	78	7.14	NA	NA	NA	NA	NA	17	11779	8.1	79.7	7.31	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
"134"	214	"3/24/2015 0:00:00"	"12/30/1899 9:48:00"	1	10	NA	"NB-740"	"6"	"Ebbing"	""	16.9	12152	8.4	77.2	7.01	16.8	12166	8.4	74.1	6.85	16.9	11954	82	76.7	7.06	NA	NA	NA	NA	NA	38	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"135"	216	"3/21/2015 0:00:00"	"12/30/1899 12:15:00"	1	10	13.7	"SB-150"	"6"	"Flooding"	"5.86"	18.3	24400	17.3	74	6.3	18.3	24352	17.3	76	6.4	18.4	25797	18.3	77	6.4	18.3	25825	18.4	78	6.5	25	NA	NA	NA	NA	NA	""	"SLS"	13	0	0	0	0	0	5	14	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227
"136"	217	"3/21/2015 0:00:00"	"12/30/1899 13:01:00"	1	10	3	"SB-760"	"6"	"Flooding"	"7.25"	18.8	24600	17.2	75	6.3	NA	NA	NA	NA	NA	18.5	26889	19.1	78	6.5	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	""	"SLS"	9	0	0	0	0	0	10	72	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212
"137"	218	"3/21/2015 0:00:00"	"12/30/1899 15:24:00"	1	10	13.8	"SB-500"	"6"	""	"8.32"	18.9	24850	17.4	80	7.04	NA	NA	NA	NA	NA	18.8	25757	18.1	79	6.6	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	""	"SLS"	6	0	1	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
"138"	219	"3/22/2015 0:00:00"	"12/30/1899 13:45:00"	1	10	5.5	"SB-700"	"6"	"Flooding"	"5.88"	18.8	20821	14.3	69	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	""	"SLS"	12	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180
"139"	220	"3/22/2015 0:00:00"	"12/30/1899 12:23:00"	1	10	9.8	"SB-120"	"6"	"Flooding"	"3.3"	18.4	17865	12.3	51	4.4	NA	NA	NA	NA	NA	18.4	18104	12.6	52	4.5	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	""	"SLS"	0	0	1	0	0	0	3	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	445
"140"	221	"3/22/2015 0:00:00"	"12/30/1899 11:28:00"	1	10	5.6	"SB-100"	"6"	"Flooding"	"1.68"	17.8	11348	7.6	57	5.2	NA	NA	NA	NA	NA	18.1	14130	9.6	52	4.6	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	""	"SLS"	0	0	3	0	0	0	35	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253
"141"	222	"3/22/2015 0:00:00"	"12/30/1899 10:30:00"	1	10	4.8	"SB-420"	"6"	""	"-0.07"	20.5	11330	7.1	95	8.2	NA	NA	NA	NA	NA	20.6	11292	7.1	94	8.2	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	""	"SLS"	3	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158
"142"	224	"3/22/2015 0:00:00"	"12/30/1899 8:53:00"	1	10	4.6	"SB-400"	"6"	"Ebbing"	"1.35"	20.9	9343	5.7	96	8.3	NA	NA	NA	NA	NA	22.2	2463	1.3	92	7.9	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	"Foggy/cloudy day sun never really came out."	"SLS"	1	0	0	0	0	0	2	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
"143"	230	"3/24/2015 0:00:00"	"12/30/1899 8:36:00"	1	10	10	"NB-730"	"6"	""	""	17.7	9364	6.1	78.8	7.22	NA	NA	NA	NA	NA	17.6	9470	6.3	81	7.31	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"144"	1005	"12/10/2015 0:00:00"	"12/30/1899 9:09:00"	1	10	9.5	"Unknown"	"1"	"Flooding"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	57.7	NA	NA	NA	"Location unknown.  Labeled as NB-SON3"	"Mysid"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"145"	1009	"12/16/2015 0:00:00"	"12/30/1899 9:07:00"	1	10	11.3	"NB-140"	"1"	"Ebbing"	""	8.63	25308	15	91.3	9.64	8.74	25354	17	103.8	10.94	8.81	26013	NA	83.3	8.73	8.81	26069	NA	88.2	9.25	118	NA	5.14	NA	NA	NA	"Boat: Triakis.  Sonde profile: Tow start- bottom 8:57:30 - top 8:58:30/Tow End- Bottom: 9:27:26 - top 9:28:45.  Line on winch all out."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"146"	1010	"12/16/2015 0:00:00"	"12/30/1899 9:56:00"	1	10	15.75	"NB-160"	"1"	"Ebbing"	""	8.36	26776	NA	83.2	8.78	8.49	27401	NA	92.5	9.71	8.44	26296	NA	86.1	9.1	8.53	27409	NA	101.4	10.64	124	NA	4.41	NA	NA	NA	"Boat Triakis.  Water Sonde:  Start- 14.5 feet deep.  Bottom:  9:40:10.  Top:  9:41:25.  End- Bottom: 9:59:15. Top 10:00:25."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"147"	1011	"12/16/2015 0:00:00"	"12/30/1899 12:40:00"	1	10	8.35	"NB-710"	"1"	"Low"	""	8.11	32608	21	74.6	7.72	8.08	33342	22	88.4	9.13	8.09	33440	NA	76.3	7.88	8.29	33257	NA	96.1	9.88	69	NA	8.52	NA	NA	NA	"Boat Triakis.  Water Sonde: file: PETSLS.  8.5 ft deep.  Start: bottom: 12:35:20 - top: 12:36:03.  End: bottom: 12:52:45 - top: 12:53:30.  20.8 ppt top.  22.2 ppt bottom."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"148"	1012	"12/16/2015 0:00:00"	"12/30/1899 13:05:00"	1	10	8.85	"NB-720"	"1"	"Low"	""	8.01	33783	22	71.1	7.34	7.97	33961	22	92.6	9.57	8	34066	NA	76.9	7.93	7.95	34127	NA	90.5	9.34	61	NA	14.4	NA	NA	NA	"Boat Triakis.  Water sonde: start- bottom: 13:01:30 - top: 13:02:30.  End- bottom: 13:18:45 - top: 13:19:30."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"149"	1013	"12/12/2015 0:00:00"	"12/30/1899 8:32:00"	1	10	NA	"SB-ALV1"	"1"	"Low"	""	12.8	20429	16.3	72.6	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	NA	37.9	NA	NA	NA	"Tide height: +4.446. WQ w/ YSI"	"Mysid"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152
"150"	1014	"12/12/2015 0:00:00"	"12/30/1899 11:10:00"	1	10	14.8	"SB-ALV3"	"1"	"Flooding"	"+8.912"	12.9	30745	25.5	7.69	89.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	54.9	NA	NA	NA	"WQ w/YSI. Tide height: +8.912"	"Mysid"	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
"151"	1015	"12/12/2015 0:00:00"	"12/30/1899 13:58:00"	1	10	NA	"SB-A21.1"	"1"	"Ebbing"	""	14.2	26092	20.6	82	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tide height +8.822.  2nd label in jar says A21-2 (disregard)"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	1
"152"	1016	"12/13/2015 0:00:00"	"12/30/1899 9:30:00"	1	10	NA	"SB-ART2"	"1"	"Low"	""	16.5	12145	8.4	68.5	6.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	23.9	NA	NA	NA	"Tide height +4.652"	"Mysid"	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
"153"	1017	"12/13/2015 0:00:00"	"12/30/1899 10:15:00"	1	10	NA	"SB-A19.1"	"1"	"Flooding"	""	13.5	18753	14.6	67.3	6.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	48.8	NA	NA	""	"Mysid"	0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
"154"	1019	"1/4/2016 0:00:00"	"12/30/1899 9:32:00"	1	10	6.5	"NB-520"	"2"	"Ebbing"	""	5.52	22140	13.18	91	10.5	5.64	22821	13.63	93.2	10.69	5.28	23072	13.77	84.4	9.76	5.26	23420	14	90.4	10.44	36	42	34.7	31.2	7.83	7.86	"Water sample: TE 16-02"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
"155"	1020	"1/4/2016 0:00:00"	"12/30/1899 10:09:00"	1	10	10.3	"NB-540"	"2"	"Ebbing"	""	5.2	24082	14.43	87.5	10.1	5.23	24063	14.41	90.2	10.41	5.18	24350	14.6	88.5	10.21	5.22	24363	14.61	92	10.6	31	34	28.9	37.5	7.79	7.79	"TE-03"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
"156"	1021	"1/4/2016 0:00:00"	"12/30/1899 12:28:00"	1	10	10.2	"NB-710"	"2"	"Ebbing"	""	5.88	17736	10.38	79.3	9.25	5.95	19710	11.64	80.3	9.27	6.07	18805	11.07	83.8	9.68	5.67	20170	11.92	87.9	10.2	55	NA	12.2	13.5	7.86	7.89	"TE-16-04.  Sonde #1.  Speed~1.36. YSI reads 9.5ppt"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"157"	1022	"1/4/2016 0:00:00"	"12/30/1899 13:00:00"	1	10	10.7	"NB-730"	"2"	"Ebbing"	""	6.04	19546	11.54	78.9	9.09	5.66	20835	12.35	87	10.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	52	13.6	16.5	7.87	7.85	"YSI: 10.7ppt"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"158"	1023	"1/5/2016 0:00:00"	"12/30/1899 8:45:00"	1	10	9.35	"NB-110"	"2"	"Flooding"	""	6.83	2509	1.3	85.1	10.29	6.91	5153	2.77	89.3	10.66	8.67	1349	0.68	95	11.02	7.24	3517	1.85	95	11.33	75	58	13.4	17	8.13	7.94	"TE-16-06 Beginning and End"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279
"159"	1024	"1/5/2016 0:00:00"	"12/30/1899 9:30:00"	1	10	8.21	"NB-120"	"2"	"Flooding"	""	7.29	2504	1.29	79.8	9.54	6.91	9759	5.48	89	10.45	7.28	3852	2.04	79.5	9.46	6.87	15195	8.81	89	10.23	38	34	40	50.8	7.59	7.65	"TE-16-09 and TE-16-10"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
"160"	1025	"1/5/2016 0:00:00"	"12/30/1899 9:49:00"	2	10	9.4	"NB-120"	"2"	"Low"	""	7.28	3852	2.04	79.5	9.46	6.87	15195	8.81	89	10.23	7.19	5218	2.81	79.3	9.41	6.83	10478	5.91	87.7	10.28	34	40	50.8	21.7	7.59	7.66	"TE-16-11 (End)"	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239
"161"	1026	"1/5/2016 0:00:00"	"12/30/1899 10:09:00"	2	10	9.15	"NB-110"	"2"	"Ebbing"	""	7.04	3588	1.89	82.4	9.87	6.85	9190	5.13	88	10.36	7.19	1373	0.69	84.6	10.18	7.09	6913	3.79	89.9	10.62	72	57	12.9	17.6	7.77	7.79	"TE 16-07 Start
TE 16-08 End"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213
"162"	1027	"1/5/2016 0:00:00"	"12/30/1899 10:36:00"	3	10	10.5	"NB-110"	"2"	"Ebbing"	""	6.96	5567	3.01	83.6	9.96	6.96	9201	5.14	92.5	10.86	6.85	2821	1.47	85.1	10.27	6.84	7240	3.98	88	10.45	67	56	12.1	17.8	7.72	7.78	""	"SLS"	0	0	0	0	0	0	0	2	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208
"163"	1028	"1/5/2016 0:00:00"	"12/30/1899 11:05:00"	3	10	10	"NB-120"	"2"	"Ebbing"	""	7.59	5526	2.99	77.2	9.05	6.83	15779	9.18	87.7	10.06	7.23	5652	3.06	79.3	9.38	6.92	13561	7.8	89.6	10.35	37	54	43.1	12.8	7.52	7.64	"TE 16-12 Start
TE 16-13 End"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
"164"	1029	"1/5/2016 0:00:00"	"12/30/1899 11:45:00"	1	10	22	"NB-160"	"2"	"Ebbing"	""	9.8	4538	3.5	87.4	9.58	8.6	11625	10	41.2	3.78	9.6	3494	2.7	84.8	9.28	8.5	11276	9.6	78.2	8.5	71	43	13.9	28.7	7.52	7.71	"Water quality data from YSI.  Sonde ran out of data space.  TE-16-16 Start.  TE 16-17."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239
"165"	1030	"1/5/2016 0:00:00"	"12/30/1899 12:15:00"	1	10	16.2	"NB-150"	"2"	"Ebbing"	""	10.2	1468	1.1	83.4	9.18	8.4	11177	9.6	77	8.14	10	2093	1.5	8.1	9.72	8.3	10974	9.4	55.2	7.52	40	32	44.2	46	7.8	NA	"Sonde ran out of space.  WQ from YSI.  Water grabs: Beg- TE 16-14/End- TE 16-15"	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245
"166"	1033	"1/5/2016 0:00:00"	"12/30/1899 13:32:00"	2	10	21.4	"NB-160"	"2"	"Ebbing"	""	8.5	11494	NA	82	8.99	9.9	33871	2.5	85	9.3	9.8	3489	2.6	86.6	9.56	8.7	9722	7.5	78.1	8.58	38	36	29.7	40.3	7.76	7.74	"Water quality data from YSI.  Sonde ran out of data space. Surface Tow. IN QC check Start Salinity (was 9.9 but that seems incorrect)"	"SLS"	0	0	0	0	0	0	0	4	0	0	0	0	1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
"167"	1042	"1/9/2016 0:00:00"	"12/30/1899 8:56:00"	1	10	11.6	"SB-510"	"2"	"Low"	""	10.6	14973	12.4	87.6	9.11	10.5	15031	12.4	87.9	9.14	10.6	14467	11.9	82	8.55	10.6	14546	12	81.8	8.5	30	25	64.7	59.7	NA	NA	"ALV1"	"Mysid"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
"168"	1043	"1/9/2016 0:00:00"	"12/30/1899 10:35:00"	1	10	12.65	"SB-ALV3"	"2"	"Flooding"	""	10.5	27049	23.7	92.3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	138	NA	NA	NA	""	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"169"	1044	"1/9/2016 0:00:00"	"12/30/1899 11:34:00"	1	10	19.6	"SB-LSB1"	"2"	"Flooding"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	76.9	NA	NA	NA	"No WQ data written"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"170"	1045	"1/9/2016 0:00:00"	"12/30/1899 13:00:00"	1	10	NA	"SB-A21.4"	"2"	"Ebbing"	""	11.6	23747	19.9	86.6	8.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	105	NA	NA	NA	"WQ from YSI"	"Mysid"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
"171"	1046	"1/9/2016 0:00:00"	"12/30/1899 14:44:00"	1	10	13.4	"SB-COY2"	"2"	"Ebbing"	""	11.5	20999	17.4	93.6	9.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	98.6	NA	NA	NA	"WQ with YSI"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
